cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,minimum_baseline_opportunities,outcome_coding_status,n,people,parameters,matrix_rank,events,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high
share,all_primary_wave_intervals,mortality,full,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,36426,22065,19,19,1248.0,,,,PASS,,alcohol_loss,risk_ratio,1.4847073806953777,0.06280393839816034,1.312750094409666,1.6791893717460455,3.116274916865422e-10,,,,,,,6159.0,368.0,5791.0,3263.0,320.0,2943.0,4317.0,121.0,4196.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,mortality,full,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,36426,22065,19,19,1248.0,,,,PASS,,activity_loss,risk_ratio,1.8004262636392114,0.06603500557893821,1.5818534313262476,2.0492004294507264,5.35193953426895e-19,,,,,,,6159.0,368.0,5791.0,3263.0,320.0,2943.0,4317.0,121.0,4196.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,mortality,full,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,36426,22065,19,19,1248.0,,,,PASS,,work_loss,risk_ratio,1.5246395557405121,0.10269344865126068,1.2466781879995943,1.8645756357208223,4.0089826808473204e-05,,,,,,,6159.0,368.0,5791.0,3263.0,320.0,2943.0,4317.0,121.0,4196.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,mortality,full,extended_score_categorical,enrichment,1,PASS_SOURCE_STATUS,42455,31723,16,16,2252.0,,,,PASS,,extended_loss_1,risk_ratio,1.5681827172337715,0.047288928667139234,1.4293686552147682,1.7204777967243103,1.8307472356407826e-21,,,,,,,,,,,,,,,,11818.0,699.0,11119.0,2399.0,201.0,2198.0,,,,,,,,,,
share,all_primary_wave_intervals,mortality,full,extended_score_categorical,enrichment,1,PASS_SOURCE_STATUS,42455,31723,16,16,2252.0,,,,PASS,,extended_loss_2plus,risk_ratio,2.8994482373300823,0.08022893572407298,2.477561056612498,3.393175743749747,3.524020215438718e-40,,,,,,,,,,,,,,,,11818.0,699.0,11119.0,2399.0,201.0,2198.0,,,,,,,,,,
share,all_primary_wave_intervals,mortality,full,work_exit_phenotype,enrichment,1,PASS_SOURCE_STATUS,14504,9914,18,18,254.0,,,,NOT_EVALUABLE_WORK_EXIT_NO_RETIREMENT_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.0,115.0,3886.0,469.0,16.0,453.0,,,,
share,all_primary_wave_intervals,incident_heart_disease,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,38051,20704,12,12,1803.0,11131.0,605.0,10526.0,PASS,,any_withdrawal,risk_ratio,1.273969286369367,0.04934756670477836,1.1565228904535885,1.4033425157507555,9.258573794878864e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,38051,20704,13,13,1803.0,,,,PASS,,loss_1,risk_ratio,1.2058729178368703,0.05255890742511798,1.0878357285052838,1.336717903143723,0.00036833690655757275,9714.0,497.0,9217.0,1417.0,108.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,38051,20704,13,13,1803.0,,,,PASS,,loss_2plus,risk_ratio,1.7468224077877268,0.09773007779115554,1.4423171291010926,2.115615534741,1.146203984899603e-08,9714.0,497.0,9217.0,1417.0,108.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,38051,20704,14,14,1803.0,,,,PASS,,alcohol_loss,risk_ratio,1.165036963686754,0.06110276151047538,1.0335439277268204,1.3132592532779181,0.0124216767084833,,,,,,,5368.0,314.0,5054.0,2623.0,205.0,2418.0,4608.0,195.0,4413.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,38051,20704,14,14,1803.0,,,,PASS,,activity_loss,risk_ratio,1.5057448087726457,0.0720640261266701,1.307405670660556,1.7341728585284881,1.3508873295014706e-08,,,,,,,5368.0,314.0,5054.0,2623.0,205.0,2418.0,4608.0,195.0,4413.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,38051,20704,14,14,1803.0,,,,PASS,,work_loss,risk_ratio,1.144466172806782,0.07983877059188553,0.978687577720746,1.3383257849756172,0.09100212274971244,,,,,,,5368.0,314.0,5054.0,2623.0,205.0,2418.0,4608.0,195.0,4413.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,23872,14387,17,17,1182.0,7416.0,415.0,7001.0,PASS,,any_withdrawal,risk_ratio,1.2033085230814362,0.061160257887910574,1.067375639929015,1.3565527894347693,0.002477597085184635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,23872,14387,18,18,1182.0,,,,PASS,,loss_1,risk_ratio,1.1565436530433728,0.06476415518136194,1.0186727313354662,1.3130745334091185,0.024728095369451447,6496.0,344.0,6152.0,920.0,71.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,23872,14387,18,18,1182.0,,,,PASS,,loss_2plus,risk_ratio,1.5333468856469774,0.12019618416888371,1.21151623412239,1.9406695556386298,0.0003761245246384496,6496.0,344.0,6152.0,920.0,71.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,23872,14387,19,19,1182.0,,,,PASS,,alcohol_loss,risk_ratio,1.0871955187367046,0.07376408714983866,0.9408481792995964,1.256306938746583,0.257061988104777,,,,,,,3709.0,222.0,3487.0,1735.0,151.0,1584.0,2925.0,114.0,2811.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,23872,14387,19,19,1182.0,,,,PASS,,activity_loss,risk_ratio,1.4865047528703506,0.08459551922628174,1.2593848530327156,1.7545838946569727,2.7838794906225604e-06,,,,,,,3709.0,222.0,3487.0,1735.0,151.0,1584.0,2925.0,114.0,2811.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,23872,14387,19,19,1182.0,,,,PASS,,work_loss,risk_ratio,1.0297049868799586,0.10445677335595126,0.8390716532454576,1.2636493628456347,0.7792979735829799,,,,,,,3709.0,222.0,3487.0,1735.0,151.0,1584.0,2925.0,114.0,2811.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,23110,12942,12,12,2582.0,6459.0,802.0,5657.0,PASS,,any_withdrawal,risk_ratio,1.2253757796597569,0.04054168242329891,1.1317751376977754,1.3267174294278616,5.350479339909642e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,23110,12942,13,13,2582.0,,,,PASS,,loss_1,risk_ratio,1.1975952845222053,0.04256995285160861,1.101728204871702,1.3018042555031442,2.277915610836599e-05,5696.0,691.0,5005.0,763.0,111.0,652.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,23110,12942,13,13,2582.0,,,,PASS,,loss_2plus,risk_ratio,1.4406364283194555,0.09117079831891213,1.2048962924890585,1.7224995475034914,6.217325224583264e-05,5696.0,691.0,5005.0,763.0,111.0,652.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,23110,12942,14,14,2582.0,,,,PASS,,alcohol_loss,risk_ratio,1.1672894975801993,0.05189300769146495,1.0544043036006303,1.292260252076061,0.00287465461780006,,,,,,,3037.0,402.0,2635.0,1432.0,235.0,1197.0,2777.0,278.0,2499.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,23110,12942,14,14,2582.0,,,,PASS,,activity_loss,risk_ratio,1.413842565461252,0.0643973712146727,1.246194731107838,1.6040436939843539,7.543377151189653e-08,,,,,,,3037.0,402.0,2635.0,1432.0,235.0,1197.0,2777.0,278.0,2499.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,23110,12942,14,14,2582.0,,,,PASS,,work_loss,risk_ratio,1.047796644631752,0.06265651780811111,0.9267096356703841,1.1847052908944347,0.4561711913849946,,,,,,,3037.0,402.0,2635.0,1432.0,235.0,1197.0,2777.0,278.0,2499.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,14644,9077,17,17,1681.0,4366.0,535.0,3831.0,PASS,,any_withdrawal,risk_ratio,1.0715846451322903,0.05046413998754267,0.9706693759134399,1.1829915315940662,0.17067046117784024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,14644,9077,18,18,1681.0,,,,PASS,,loss_1,risk_ratio,1.0598643375137256,0.0527514164930413,0.9557585505615355,1.175309824090436,0.27038869672764687,3857.0,461.0,3396.0,509.0,74.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,14644,9077,18,18,1681.0,,,,PASS,,loss_2plus,risk_ratio,1.156649954122097,0.1131180700040831,0.926649870112045,1.4437374455239338,0.19826411962804236,3857.0,461.0,3396.0,509.0,74.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,14644,9077,19,19,1681.0,,,,PASS,,alcohol_loss,risk_ratio,0.993617246646905,0.0631645656715106,0.8779167706992919,1.1245658652217985,0.919254008227808,,,,,,,2131.0,274.0,1857.0,977.0,164.0,813.0,1785.0,173.0,1612.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,14644,9077,19,19,1681.0,,,,PASS,,activity_loss,risk_ratio,1.340270876969535,0.07792390425588804,1.1504390989239794,1.5614264373775315,0.00017098109520420184,,,,,,,2131.0,274.0,1857.0,977.0,164.0,813.0,1785.0,173.0,1612.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,14644,9077,19,19,1681.0,,,,PASS,,work_loss,risk_ratio,0.9304809435361582,0.07982601131550077,0.7957185069802374,1.0880666701716444,0.36672010207338335,,,,,,,2131.0,274.0,1857.0,977.0,164.0,813.0,1785.0,173.0,1612.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,44312,23854,12,12,1790.0,13014.0,766.0,12248.0,PASS,,any_withdrawal,risk_ratio,1.8394689752326254,0.04675835925984406,1.6783853489165153,2.016012659445391,7.776465987789034e-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,44312,23854,13,13,1790.0,,,,PASS,,loss_1,risk_ratio,1.602650828831498,0.05083141093108912,1.4506783746753262,1.7705438531329432,1.7125467897820013e-20,11390.0,575.0,10815.0,1624.0,191.0,1433.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,44312,23854,13,13,1790.0,,,,PASS,,loss_2plus,risk_ratio,3.45813417975764,0.07525698841751303,2.983891145634452,4.007750759508796,4.582772493879496e-61,11390.0,575.0,10815.0,1624.0,191.0,1433.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,44312,23854,14,14,1790.0,,,,PASS,,alcohol_loss,risk_ratio,1.5087075060218238,0.05351253318885254,1.358485790645526,1.67554077812252,1.5278474668728575e-14,,,,,,,6341.0,456.0,5885.0,3044.0,357.0,2687.0,5319.0,150.0,5169.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,44312,23854,14,14,1790.0,,,,PASS,,activity_loss,risk_ratio,2.2811121141023967,0.057316501545773356,2.0387254121832483,2.5523164846080793,6.165477645586465e-47,,,,,,,6341.0,456.0,5885.0,3044.0,357.0,2687.0,5319.0,150.0,5169.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,44312,23854,14,14,1790.0,,,,PASS,,work_loss,risk_ratio,1.4496195739357107,0.08888110385444882,1.2178626507883492,1.7254793943941635,2.947255943563415e-05,,,,,,,6341.0,456.0,5885.0,3044.0,357.0,2687.0,5319.0,150.0,5169.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,27742,16583,17,17,1223.0,8648.0,516.0,8132.0,PASS,,any_withdrawal,risk_ratio,1.5107726886325827,0.05715548039118151,1.3506670090172048,1.6898570124837105,5.226477044626049e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,27742,16583,18,18,1223.0,,,,PASS,,loss_1,risk_ratio,1.351173406099446,0.06171429475921015,1.1972360513131077,1.5249036072276774,1.0777523143277273e-06,7586.0,393.0,7193.0,1062.0,123.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,27742,16583,18,18,1223.0,,,,PASS,,loss_2plus,risk_ratio,2.578027270525392,0.09423190634961345,2.1432713713433365,3.1009720450877643,9.192854218423353e-24,7586.0,393.0,7193.0,1062.0,123.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,27742,16583,19,19,1223.0,,,,PASS,,alcohol_loss,risk_ratio,1.3218450589259805,0.06448883714096469,1.1648970736739244,1.499938835193711,1.5131003959680055e-05,,,,,,,4394.0,324.0,4070.0,2019.0,237.0,1782.0,3338.0,83.0,3255.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,27742,16583,19,19,1223.0,,,,PASS,,activity_loss,risk_ratio,1.9070024386957358,0.06946542502566876,1.6642638178430906,2.1851453250390582,1.501943579330767e-20,,,,,,,4394.0,324.0,4070.0,2019.0,237.0,1782.0,3338.0,83.0,3255.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,27742,16583,19,19,1223.0,,,,PASS,,work_loss,risk_ratio,1.2191414555486153,0.11738863480392078,0.9685737887381889,1.5345303640453494,0.09141961730804614,,,,,,,4394.0,324.0,4070.0,2019.0,237.0,1782.0,3338.0,83.0,3255.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,45916,24559,13,13,2102.0,13908.0,959.0,12949.0,PASS,,any_withdrawal,risk_ratio,1.7844285207214143,0.04385902305359975,1.6374433654260854,1.944607803113512,8.36096419617378e-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,45916,24559,14,14,2102.0,,,,PASS,,loss_1,risk_ratio,1.63461735748746,0.04623246239973658,1.4930108467807393,1.789654717620205,2.1824452296675348e-26,12013.0,720.0,11293.0,1895.0,239.0,1656.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,45916,24559,14,14,2102.0,,,,PASS,,loss_2plus,risk_ratio,2.704469611701249,0.07543123537325139,2.332786116602828,3.1353735469186126,1.0075376672610632e-39,12013.0,720.0,11293.0,1895.0,239.0,1656.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,45916,24559,15,15,2102.0,,,,PASS,,alcohol_loss,risk_ratio,1.3946942784696421,0.050267794407627145,1.2638367948821085,1.5391007274617312,3.639454435138773e-11,,,,,,,6832.0,548.0,6284.0,3591.0,486.0,3105.0,5452.0,170.0,5282.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,45916,24559,15,15,2102.0,,,,PASS,,activity_loss,risk_ratio,2.071179749195754,0.0552519917985528,1.8586054678936779,2.3080667885584774,1.172490322509887e-39,,,,,,,6832.0,548.0,6284.0,3591.0,486.0,3105.0,5452.0,170.0,5282.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,45916,24559,15,15,2102.0,,,,PASS,,work_loss,risk_ratio,1.4493802369617788,0.08193056096951917,1.2343630567829442,1.7018518658281416,5.901572169283513e-06,,,,,,,6832.0,548.0,6284.0,3591.0,486.0,3105.0,5452.0,170.0,5282.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,28763,17089,18,18,1419.0,9232.0,643.0,8589.0,PASS,,any_withdrawal,risk_ratio,1.513596042536015,0.05343568824418207,1.363092861008865,1.6807167328901347,8.7120217534704e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,28763,17089,19,19,1419.0,,,,PASS,,loss_1,risk_ratio,1.4064738402800185,0.05652670507331714,1.2589719100632968,1.5712571881707569,1.5988680695213203e-09,8002.0,489.0,7513.0,1230.0,154.0,1076.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,28763,17089,19,19,1419.0,,,,PASS,,loss_2plus,risk_ratio,2.1772089582862986,0.09186398337795743,1.8184666814168873,2.6067229586789447,2.4640820396781516e-17,8002.0,489.0,7513.0,1230.0,154.0,1076.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,28763,17089,20,20,1419.0,,,,PASS,,alcohol_loss,risk_ratio,1.2748435085454357,0.06021197791650326,1.132933316394023,1.4345292417150517,5.511397163791583e-05,,,,,,,4710.0,383.0,4327.0,2373.0,322.0,2051.0,3424.0,97.0,3327.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,28763,17089,20,20,1419.0,,,,PASS,,activity_loss,risk_ratio,1.7808929515959646,0.06648163049756182,1.563322392409497,2.028743220492055,3.9293445800876915e-18,,,,,,,4710.0,383.0,4327.0,2373.0,322.0,2051.0,3424.0,97.0,3327.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,28763,17089,20,20,1419.0,,,,PASS,,work_loss,risk_ratio,1.258357938252439,0.10768756072862386,1.0189206765545444,1.5540608186668432,0.032840961971381845,,,,,,,4710.0,383.0,4327.0,2373.0,322.0,2051.0,3424.0,97.0,3327.0,,,,,,,,,,,,,,,,
share,all_primary_wave_intervals,word_recall_change,basic,any_withdrawal,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,44764,23926,13,13,,13369.0,,,PASS,,any_withdrawal,mean_difference,-0.37114411178660156,0.02916781341490045,-0.4283119755875907,-0.3139762479856124,4.325611146386069e-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12113776491628946,0.00952008562810765,-0.13979678987711783,-0.10247873995546108
share,all_primary_wave_intervals,word_recall_change,basic,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,44764,23926,14,14,,,,,PASS,,loss_1,mean_difference,-0.3291464382321252,0.030384374837830852,-0.3886987186070387,-0.2695941578572117,2.4080374413235394e-27,11635.0,,,1734.0,,,,,,,,,,,,,,,,,,,,,,,,-0.10743013991428374,0.00991715923638277,-0.1268674148465427,-0.08799286498202477
share,all_primary_wave_intervals,word_recall_change,basic,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,44764,23926,14,14,,,,,PASS,,loss_2plus,mean_difference,-0.6706508870624825,0.0695813084638484,-0.8070277456487974,-0.5342740284761677,5.50514292963874e-22,11635.0,,,1734.0,,,,,,,,,,,,,,,,,,,,,,,,-0.21889381218201193,0.02271065044434251,-0.2634058691184018,-0.17438175524562205
share,all_primary_wave_intervals,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,44764,23926,15,15,,,,,PASS,,alcohol_loss,mean_difference,-0.39046119832936854,0.037974432809659404,-0.46488971896963716,-0.31603267768909993,8.475892354797245e-25,,,,,,,6496.0,,,3353.0,,,5322.0,,,,,,,,,,,,,,,-0.12744267078485078,0.012394479040451309,-0.15173540331127192,-0.10314993825842965
share,all_primary_wave_intervals,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,44764,23926,15,15,,,,,PASS,,activity_loss,mean_difference,-0.3473373879705643,0.05103867409386659,-0.4473713510132203,-0.2473034249279083,1.0078537939368059e-11,,,,,,,6496.0,,,3353.0,,,5322.0,,,,,,,,,,,,,,,-0.1133674858751597,0.01665851810031362,-0.146017581387583,-0.0807173903627364
share,all_primary_wave_intervals,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,44764,23926,15,15,,,,,PASS,,work_loss,mean_difference,-0.2341126885205752,0.042107052145916854,-0.3166409942217222,-0.15158438281942818,2.6986722625381157e-08,,,,,,,6496.0,,,3353.0,,,5322.0,,,,,,,,,,,,,,,-0.07641206454659356,0.013743325091744476,-0.10334848675423837,-0.049475642338948765
share,all_primary_wave_intervals,word_recall_change,full,any_withdrawal,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,28080,16660,18,18,,8920.0,,,PASS,,any_withdrawal,mean_difference,-0.22344441943631668,0.035852417784082206,-0.29371386705180114,-0.15317497182083223,4.5952189400031764e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07288005031635567,0.011693852183279159,-0.0957995794361179,-0.04996052119659344
share,all_primary_wave_intervals,word_recall_change,full,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,28080,16660,19,19,,,,,PASS,,loss_1,mean_difference,-0.20346448139616732,0.03723919330361747,-0.2764519590845827,-0.13047700370775195,4.6626187760371015e-08,7766.0,,,1154.0,,,,,,,,,,,,,,,,,,,,,,,,-0.06636326688825683,0.01214617169027864,-0.09016932595124295,-0.04255720782527071
share,all_primary_wave_intervals,word_recall_change,full,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,28080,16660,19,19,,,,,PASS,,loss_2plus,mean_difference,-0.37176597411875434,0.08491855885151962,-0.5382032910867778,-0.20532865715073087,1.1982173269324102e-05,7766.0,,,1154.0,,,,,,,,,,,,,,,,,,,,,,,,-0.12125755016855938,0.027697576236201477,-0.17554380205056674,-0.06697129828655203
share,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,28080,16660,20,20,,,,,PASS,,alcohol_loss,mean_difference,-0.21525627883016415,0.04559927325567674,-0.30462921213249106,-0.12588334552783725,2.351411042679809e-06,,,,,,,4524.0,,,2234.0,,,3358.0,,,,,,,,,,,,,,,-0.07020935439618359,0.014872948439019444,-0.09935979768058291,-0.04105891111178426
share,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,28080,16660,20,20,,,,,PASS,,activity_loss,mean_difference,-0.24520572725864748,0.06183860524257177,-0.3664071663882779,-0.12400428812901702,7.33180783075155e-05,,,,,,,4524.0,,,2234.0,,,3358.0,,,,,,,,,,,,,,,-0.07997785662112751,0.020169672050620886,-0.11950968742032858,-0.04044602582192644
share,all_primary_wave_intervals,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,28080,16660,20,20,,,,,PASS,,work_loss,mean_difference,-0.11288693807396558,0.052920064769809386,-0.2166083590823189,-0.009165517065612236,0.032911645477418205,,,,,,,4524.0,,,2234.0,,,3358.0,,,,,,,,,,,,,,,-0.03681992035265286,0.017260744273220618,-0.07065035747452125,-0.0029894832307844526
