cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,minimum_baseline_opportunities,outcome_coding_status,n,people,parameters,matrix_rank,events,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,extended_loss_1_n,extended_loss_1_events,extended_loss_1_nonevents,extended_loss_2plus_n,extended_loss_2plus_events,extended_loss_2plus_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high
share,comparable_22_30_months,incident_diabetes,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,31984,19859,10,10,773.0,9552.0,299.0,9253.0,PASS,,any_withdrawal,risk_ratio,1.5902576127758956,0.07423091608649136,1.374934511044574,1.839301621042593,4.121271001150495e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,31984,19859,11,11,773.0,,,,PASS,,loss_1,risk_ratio,1.4581653449330734,0.07946013919406725,1.247872400378468,1.7038971072033633,2.0669040283000706e-06,8310.0,239.0,8071.0,1242.0,60.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,31984,19859,11,11,773.0,,,,PASS,,loss_2plus,risk_ratio,2.5568325913469256,0.13580940901810523,1.9593007962702444,3.3365948263883305,4.76515362163462e-12,8310.0,239.0,8071.0,1242.0,60.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,31984,19859,12,12,773.0,,,,PASS,,alcohol_loss,risk_ratio,1.4824551069030305,0.09089457905517882,1.2405433486924637,1.7715407900088536,1.4817319818395283e-05,,,,,,,4543.0,155.0,4388.0,2363.0,104.0,2259.0,3938.0,101.0,3837.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,31984,19859,12,12,773.0,,,,PASS,,activity_loss,risk_ratio,1.775189294706361,0.10610526531898658,1.4418753079918085,2.185554475184875,6.343206913042703e-08,,,,,,,4543.0,155.0,4388.0,2363.0,104.0,2259.0,3938.0,101.0,3837.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,31984,19859,12,12,773.0,,,,PASS,,work_loss,risk_ratio,1.3114839451712763,0.11173012872656708,1.0535572025135396,1.6325550566580753,0.015227915786664594,,,,,,,4543.0,155.0,4388.0,2363.0,104.0,2259.0,3938.0,101.0,3837.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,18540,13369,15,15,464.0,6006.0,181.0,5825.0,PASS,,any_withdrawal,risk_ratio,1.244994984718093,0.097218718584985,1.028998824541103,1.5063306925199405,0.024195838035374603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,18540,13369,16,16,464.0,,,,PASS,,loss_1,risk_ratio,1.1600337499664777,0.10349866589274796,0.9470488926864633,1.4209174536322469,0.15148401625537872,5232.0,144.0,5088.0,774.0,37.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,18540,13369,16,16,464.0,,,,PASS,,loss_2plus,risk_ratio,1.8241840552325637,0.17693817467215012,1.289610641071804,2.5803505037761556,0.0006802517606618925,5232.0,144.0,5088.0,774.0,37.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,18540,13369,17,17,464.0,,,,PASS,,alcohol_loss,risk_ratio,1.1322014877377435,0.11782341661961523,0.8987362253960083,1.4263141649494853,0.2919681187570836,,,,,,,2942.0,92.0,2850.0,1501.0,69.0,1432.0,2368.0,58.0,2310.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,18540,13369,17,17,464.0,,,,PASS,,activity_loss,risk_ratio,1.6729681895259316,0.13289790445955368,1.2893320601279799,2.170753873046375,0.00010788356519224184,,,,,,,2942.0,92.0,2850.0,1501.0,69.0,1432.0,2368.0,58.0,2310.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,18540,13369,17,17,464.0,,,,PASS,,work_loss,risk_ratio,1.0232410140181207,0.1477188305233278,0.7660188255425785,1.366836085297533,0.8764016649189311,,,,,,,2942.0,92.0,2850.0,1501.0,69.0,1432.0,2368.0,58.0,2310.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,extended_score_categorical,enrichment,1,PASS_BASELINE_FREE_RISK_SET,22760,19812,15,15,756.0,,,,PASS,,extended_loss_1,risk_ratio,1.2799363488811326,0.0830529778452591,1.087660983546909,1.5062019158256492,0.002961348345218048,,,,,,,,,,,,,,,,6337.0,224.0,6113.0,1238.0,51.0,1187.0,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,extended_score_categorical,enrichment,1,PASS_BASELINE_FREE_RISK_SET,22760,19812,15,15,756.0,,,,PASS,,extended_loss_2plus,risk_ratio,1.728546958905392,0.15501273361867296,1.2756575515874784,2.3422231032324072,0.00041468711267420954,,,,,,,,,,,,,,,,6337.0,224.0,6113.0,1238.0,51.0,1187.0,,,,,,,,,,
share,comparable_22_30_months,incident_diabetes,full,work_exit_phenotype,enrichment,1,PASS_BASELINE_FREE_RISK_SET,7853,6155,16,16,193.0,,,,NOT_EVALUABLE_WORK_EXIT_NO_RETIREMENT_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205.0,58.0,2147.0,232.0,7.0,225.0,,,,
share,comparable_22_30_months,incident_stroke,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,34877,21704,10,10,650.0,10607.0,246.0,10361.0,PASS,,any_withdrawal,risk_ratio,1.4086749452723473,0.08116081288624041,1.2015077629285709,1.651562447338112,2.422956794805712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,34877,21704,11,11,650.0,,,,PASS,,loss_1,risk_ratio,1.3283729065040615,0.0866806199530595,1.120823767287383,1.5743550683303855,0.0010533543375567894,9192.0,199.0,8993.0,1415.0,47.0,1368.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,34877,21704,11,11,650.0,,,,PASS,,loss_2plus,risk_ratio,1.9314201855304352,0.15236648664942604,1.4327887979703269,2.6035825645474353,1.558791160235798e-05,9192.0,199.0,8993.0,1415.0,47.0,1368.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,34877,21704,12,12,650.0,,,,PASS,,alcohol_loss,risk_ratio,1.3752857701833165,0.09655899560828622,1.138155976894337,1.6618205132391193,0.0009662470197946143,,,,,,,5068.0,135.0,4933.0,2660.0,82.0,2578.0,4348.0,78.0,4270.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,34877,21704,12,12,650.0,,,,PASS,,activity_loss,risk_ratio,1.343223023360426,0.11782716559886763,1.0662362950603559,1.6921653284963365,0.012270161416578005,,,,,,,5068.0,135.0,4933.0,2660.0,82.0,2578.0,4348.0,78.0,4270.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,34877,21704,12,12,650.0,,,,PASS,,work_loss,risk_ratio,1.3652600240092636,0.13036272888431588,1.0574270548938327,1.762707814720058,0.01692666013795111,,,,,,,5068.0,135.0,4933.0,2660.0,82.0,2578.0,4348.0,78.0,4270.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,20148,14558,15,15,391.0,6615.0,152.0,6463.0,PASS,,any_withdrawal,risk_ratio,1.260784589213877,0.1042141760026068,1.0278591925061773,1.546493714302848,0.026173058400459578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,20148,14558,16,16,391.0,,,,PASS,,loss_1,risk_ratio,1.2171941775759085,0.11031194628880504,0.9805328935099674,1.5109759965534824,0.07478994227262095,5752.0,125.0,5627.0,863.0,27.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,20148,14558,16,16,391.0,,,,PASS,,loss_2plus,risk_ratio,1.5518693509812318,0.2018583226426657,1.044799702492707,2.3050336602978887,0.029475145932318387,5752.0,125.0,5627.0,863.0,27.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,20148,14558,17,17,391.0,,,,PASS,,alcohol_loss,risk_ratio,1.3132441328589086,0.1228965358769523,1.0321332005682637,1.670918202746336,0.026601473148166622,,,,,,,3261.0,86.0,3175.0,1660.0,50.0,1610.0,2591.0,45.0,2546.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,20148,14558,17,17,391.0,,,,PASS,,activity_loss,risk_ratio,1.1520595003797454,0.15219266415755178,0.8549255157817789,1.552464007582631,0.3523301499100917,,,,,,,3261.0,86.0,3175.0,1660.0,50.0,1610.0,2591.0,45.0,2546.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,20148,14558,17,17,391.0,,,,PASS,,work_loss,risk_ratio,1.23545913740692,0.1720210648501045,0.8818684184648641,1.7308242910652152,0.21900907695441962,,,,,,,3261.0,86.0,3175.0,1660.0,50.0,1610.0,2591.0,45.0,2546.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,extended_score_categorical,enrichment,1,PASS_BASELINE_FREE_RISK_SET,25513,22215,15,15,593.0,,,,PASS,,extended_loss_1,risk_ratio,1.3275218039317098,0.09245878874433329,1.1074920037416935,1.5912657915001391,0.0021823970553967315,,,,,,,,,,,,,,,,7171.0,189.0,6982.0,1406.0,40.0,1366.0,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,extended_score_categorical,enrichment,1,PASS_BASELINE_FREE_RISK_SET,25513,22215,15,15,593.0,,,,PASS,,extended_loss_2plus,risk_ratio,1.5413746450479244,0.17706985284333604,1.0893967586450202,2.1808728340183916,0.014544554403412964,,,,,,,,,,,,,,,,7171.0,189.0,6982.0,1406.0,40.0,1366.0,,,,,,,,,,
share,comparable_22_30_months,incident_stroke,full,work_exit_phenotype,enrichment,1,PASS_BASELINE_FREE_RISK_SET,8562,6707,16,16,112.0,,,,NOT_EVALUABLE_EPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,34331,21598,10,10,1830.0,10267.0,733.0,9534.0,PASS,,any_withdrawal,risk_ratio,1.577541370052661,0.046323054280456875,1.4406235232389701,1.7274719828483687,7.492398811456075e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,34331,21598,11,11,1830.0,,,,PASS,,loss_1,risk_ratio,1.4713969701424934,0.04918227058071322,1.336182664015978,1.6202942172872112,4.072637811167874e-15,8994.0,595.0,8399.0,1273.0,138.0,1135.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,34331,21598,11,11,1830.0,,,,PASS,,loss_2plus,risk_ratio,2.345046559324334,0.08595871161437936,1.9814507481581545,2.775362128233914,3.572299322726144e-23,8994.0,595.0,8399.0,1273.0,138.0,1135.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,34331,21598,12,12,1830.0,,,,PASS,,alcohol_loss,risk_ratio,1.2606518157229412,0.05626502163758104,1.1290216771231119,1.4076284208600298,3.842562354926825e-05,,,,,,,4918.0,377.0,4541.0,2371.0,307.0,2064.0,4303.0,188.0,4115.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,34331,21598,12,12,1830.0,,,,PASS,,activity_loss,risk_ratio,2.0895849945240426,0.059823794545820395,1.858394599207295,2.349536234770878,7.163340796023303e-35,,,,,,,4918.0,377.0,4541.0,2371.0,307.0,2064.0,4303.0,188.0,4115.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,34331,21598,12,12,1830.0,,,,PASS,,work_loss,risk_ratio,1.1901156630845526,0.08006586562692669,1.017271746341864,1.3923273664215163,0.029717043634189227,,,,,,,4918.0,377.0,4541.0,2371.0,307.0,2064.0,4303.0,188.0,4115.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,19818,14421,15,15,1111.0,6412.0,483.0,5929.0,PASS,,any_withdrawal,risk_ratio,1.4610509200303077,0.060593710892747524,1.2974418187123846,1.6452913418806794,3.91576945983225e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,19818,14421,16,16,1111.0,,,,PASS,,loss_1,risk_ratio,1.4233969822724453,0.06285625638780214,1.2584115575909867,1.610013001645381,1.9461169322171697e-08,5639.0,406.0,5233.0,773.0,77.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,19818,14421,16,16,1111.0,,,,PASS,,loss_2plus,risk_ratio,1.7358947839707284,0.11750514824261162,1.378804952486801,2.1854655334548694,2.6842926517580077e-06,5639.0,406.0,5233.0,773.0,77.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,19818,14421,17,17,1111.0,,,,PASS,,alcohol_loss,risk_ratio,1.1346132812745846,0.07133309594919122,0.9865725361484773,1.3048683709262876,0.07665175913120005,,,,,,,3170.0,248.0,2922.0,1479.0,206.0,1273.0,2569.0,106.0,2463.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,19818,14421,17,17,1111.0,,,,PASS,,activity_loss,risk_ratio,1.9042818861105453,0.07434033046909799,1.6460864209978565,2.202976378099566,4.544002694238212e-18,,,,,,,3170.0,248.0,2922.0,1479.0,206.0,1273.0,2569.0,106.0,2463.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,19818,14421,17,17,1111.0,,,,PASS,,work_loss,risk_ratio,1.0343698526098848,0.10770205752486918,0.8375286971908013,1.2774738293468302,0.753704697131407,,,,,,,3170.0,248.0,2922.0,1479.0,206.0,1273.0,2569.0,106.0,2463.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,extended_score_categorical,enrichment,1,PASS_STRICT_COMPLETE_ITEM_COUNTS,24465,21363,15,15,2106.0,,,,PASS,,extended_loss_1,risk_ratio,1.4609731926913883,0.047356649041631046,1.3314724797446233,1.6030693102813922,1.1920438101452069e-15,,,,,,,,,,,,,,,,6755.0,655.0,6100.0,1287.0,146.0,1141.0,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,extended_score_categorical,enrichment,1,PASS_STRICT_COMPLETE_ITEM_COUNTS,24465,21363,15,15,2106.0,,,,PASS,,extended_loss_2plus,risk_ratio,2.0231639989513592,0.08783900782486065,1.7031872187771593,2.4032546284557337,1.0386270384679146e-15,,,,,,,,,,,,,,,,6755.0,655.0,6100.0,1287.0,146.0,1141.0,,,,,,,,,,
share,comparable_22_30_months,incident_any_adl,full,work_exit_phenotype,enrichment,1,PASS_STRICT_COMPLETE_ITEM_COUNTS,8459,6661,16,16,279.0,,,,NOT_EVALUABLE_WORK_EXIT_NO_RETIREMENT_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405.0,97.0,2308.0,238.0,17.0,221.0,,,,
share,comparable_22_30_months,multimorbidity_progression,basic,any_withdrawal,core,2,PASS_STRICT_COMMON_SIX,36928,22906,11,11,7190.0,11401.0,2350.0,9051.0,PASS,,any_withdrawal,risk_ratio,1.1325684634404112,0.022709727821200915,1.0832629986996045,1.1841181005163066,4.212460843839853e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,basic,score_categorical,core,2,PASS_STRICT_COMMON_SIX,36928,22906,12,12,7190.0,,,,PASS,,loss_1,risk_ratio,1.1070217224488192,0.023959452283444815,1.05623807826669,1.1602470306548864,2.200054858936252e-05,9832.0,1991.0,7841.0,1569.0,359.0,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,basic,score_categorical,core,2,PASS_STRICT_COMMON_SIX,36928,22906,12,12,7190.0,,,,PASS,,loss_2plus,risk_ratio,1.3102636296405767,0.04811313706205611,1.1923526177317982,1.4398347884912892,1.948425406656735e-08,9832.0,1991.0,7841.0,1569.0,359.0,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMMON_SIX,36928,22906,13,13,7190.0,,,,PASS,,alcohol_loss,risk_ratio,1.10428842148072,0.028746272441312698,1.0437912385612145,1.1682919656398936,0.000558673486361462,,,,,,,5475.0,1167.0,4308.0,2999.0,685.0,2314.0,4554.0,867.0,3687.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMMON_SIX,36928,22906,13,13,7190.0,,,,PASS,,activity_loss,risk_ratio,1.2012932036043866,0.035796836594633355,1.1198985890419193,1.288603606743247,3.002023429080232e-07,,,,,,,5475.0,1167.0,4308.0,2999.0,685.0,2314.0,4554.0,867.0,3687.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMMON_SIX,36928,22906,13,13,7190.0,,,,PASS,,work_loss,risk_ratio,1.0740672535074365,0.03432985133061354,1.0041760370193062,1.1488229379395445,0.03740140821352908,,,,,,,5475.0,1167.0,4308.0,2999.0,685.0,2314.0,4554.0,867.0,3687.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,any_withdrawal,core,2,PASS_STRICT_COMMON_SIX,21328,15364,15,15,4262.0,7124.0,1492.0,5632.0,PASS,,any_withdrawal,risk_ratio,1.090904789964647,0.029308394544714123,1.0300053915033547,1.1554048848529104,0.002990755767583039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,score_categorical,core,2,PASS_STRICT_COMMON_SIX,21328,15364,16,16,4262.0,,,,PASS,,loss_1,risk_ratio,1.0691537966727043,0.030804385432615804,1.0065131240895822,1.1356929319462312,0.02995284578674958,6160.0,1265.0,4895.0,964.0,227.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,score_categorical,core,2,PASS_STRICT_COMMON_SIX,21328,15364,16,16,4262.0,,,,PASS,,loss_2plus,risk_ratio,1.2472684373434342,0.06086621501047785,1.1070073804195752,1.4053009783941122,0.00028321293759079897,6160.0,1265.0,4895.0,964.0,227.0,737.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,mutually_adjusted_components,core,2,PASS_STRICT_COMMON_SIX,21328,15364,17,17,4262.0,,,,PASS,,alcohol_loss,risk_ratio,1.042065118619972,0.03644099010413801,0.9702334242195148,1.1192149067818262,0.25817435956205803,,,,,,,3534.0,749.0,2785.0,1879.0,451.0,1428.0,2712.0,527.0,2185.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,mutually_adjusted_components,core,2,PASS_STRICT_COMMON_SIX,21328,15364,17,17,4262.0,,,,PASS,,activity_loss,risk_ratio,1.221123085612763,0.044411999310701875,1.1193241639577607,1.3321802907783071,6.855340755318791e-06,,,,,,,3534.0,749.0,2785.0,1879.0,451.0,1428.0,2712.0,527.0,2185.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,mutually_adjusted_components,core,2,PASS_STRICT_COMMON_SIX,21328,15364,17,17,4262.0,,,,PASS,,work_loss,risk_ratio,1.0361130527887032,0.04495581900217396,0.9487257372904732,1.1315496312191238,0.43003243187282614,,,,,,,3534.0,749.0,2785.0,1879.0,451.0,1428.0,2712.0,527.0,2185.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,extended_score_categorical,enrichment,1,PASS_STRICT_COMMON_SIX,27713,24049,15,15,5726.0,,,,PASS,,extended_loss_1,risk_ratio,1.1391035026573526,0.026853384950654976,1.0807009782066108,1.200662177542861,1.2340041587077113e-06,,,,,,,,,,,,,,,,7771.0,1674.0,6097.0,1556.0,343.0,1213.0,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,extended_score_categorical,enrichment,1,PASS_STRICT_COMMON_SIX,27713,24049,15,15,5726.0,,,,PASS,,extended_loss_2plus,risk_ratio,1.246668329279067,0.051633380255861616,1.1266798148029844,1.3794353132164976,1.9547088456201996e-05,,,,,,,,,,,,,,,,7771.0,1674.0,6097.0,1556.0,343.0,1213.0,,,,,,,,,,
share,comparable_22_30_months,multimorbidity_progression,full,work_exit_phenotype,enrichment,1,PASS_STRICT_COMMON_SIX,8865,6937,16,16,1631.0,,,,PASS,,work_exit_retirement,risk_ratio,1.0386794510169663,0.051496923736924306,0.9389604047298616,1.148988814150574,0.4611587820064609,,,,,,,,,,,,,,,,,,,,,,2542.0,500.0,2042.0,261.0,50.0,211.0,,,,
share,comparable_22_30_months,multimorbidity_progression,full,work_exit_phenotype,enrichment,1,PASS_STRICT_COMMON_SIX,8865,6937,16,16,1631.0,,,,PASS,,work_exit_no_retirement,risk_ratio,1.0463567699567844,0.13108810802542728,0.8092773558614959,1.352889070853696,0.7295840731684358,,,,,,,,,,,,,,,,,,,,,,2542.0,500.0,2042.0,261.0,50.0,211.0,,,,
share,comparable_22_30_months,mortality,basic,any_withdrawal,core,2,PASS_SOURCE_STATUS,44044,27598,10,10,1412.0,13872.0,723.0,13149.0,PASS,,any_withdrawal,risk_ratio,2.0997130927942296,0.05257981712656559,1.8941044953759196,2.327640889304,3.3863292941371376e-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,basic,score_categorical,core,2,PASS_SOURCE_STATUS,44044,27598,11,11,1412.0,,,,PASS,,loss_1,risk_ratio,1.7790403867391082,0.0571470440503785,1.590531062753145,1.9898917863134185,6.734236963323488e-24,11823.0,498.0,11325.0,2049.0,225.0,1824.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,basic,score_categorical,core,2,PASS_SOURCE_STATUS,44044,27598,11,11,1412.0,,,,PASS,,loss_2plus,risk_ratio,3.7388354268117183,0.07686836010374844,3.2159247820501373,4.346771549759596,5.642503384066875e-66,11823.0,498.0,11325.0,2049.0,225.0,1824.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,basic,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,44044,27598,12,12,1412.0,,,,PASS,,alcohol_loss,risk_ratio,1.683970269828053,0.058033930262599884,1.5029199481450817,1.8868309474264962,2.7036135416855494e-19,,,,,,,6761.0,422.0,6339.0,3862.0,389.0,3473.0,5371.0,144.0,5227.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,basic,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,44044,27598,12,12,1412.0,,,,PASS,,activity_loss,risk_ratio,2.3500266811587776,0.06116981518298018,2.0845146514555895,2.649357920464489,2.44018025282494e-44,,,,,,,6761.0,422.0,6339.0,3862.0,389.0,3473.0,5371.0,144.0,5227.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,basic,mutually_adjusted_components,core,2,PASS_SOURCE_STATUS,44044,27598,12,12,1412.0,,,,PASS,,work_loss,risk_ratio,1.4331349697965425,0.09070062640448666,1.199727407006333,1.7119520898324323,7.25982863694591e-05,,,,,,,6761.0,422.0,6339.0,3862.0,389.0,3473.0,5371.0,144.0,5227.0,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,full,any_withdrawal,core,2,PASS_SOURCE_STATUS,25874,18535,15,15,831.0,8759.0,452.0,8307.0,PASS,,any_withdrawal,risk_ratio,1.9215942177193308,0.06977407963540232,1.6759840412750597,2.2031977910500617,7.89855026678911e-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,full,score_categorical,core,2,PASS_SOURCE_STATUS,25874,18535,16,16,831.0,,,,PASS,,loss_1,risk_ratio,1.6630924679122614,0.07512404877203345,1.4353925585601401,1.9269129830246445,1.2773217234346538e-11,7483.0,312.0,7171.0,1276.0,140.0,1136.0,,,,,,,,,,,,,,,,,,,,,,,,,
share,comparable_22_30_months,mortality,full,score_categorical,core,2,PASS_SOURCE_STATUS,25874,18535,16,16,831.0,,,,PASS,,loss_2plus,risk_ratio,3.2348539653936976,0.1013119683089278,2.6522702617165663,3.945404934205604,4.751286315404889e-31,7483.0,312.0,7171.0,1276.0,140.0,1136.0,,,,,,,,,,,,,,,,,,,,,,,,,
