cohort,scope,outcome_id,adjustment,exposure_model,analysis_family,minimum_baseline_opportunities,outcome_coding_status,n,people,parameters,matrix_rank,events,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,work_exit_retirement_n,work_exit_retirement_events,work_exit_retirement_nonevents,work_exit_no_retirement_n,work_exit_no_retirement_events,work_exit_no_retirement_nonevents,standardized_estimate,standardized_standard_error,standardized_ci_low,standardized_ci_high
hrs,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,30363,11158,20,20,1361.0,,,,PASS,,alcohol_loss,risk_ratio,1.211962709602298,0.08148473581676786,1.0330689879967365,1.421834966041188,0.01831297059952888,,,,,,,2794.0,162.0,2632.0,4062.0,208.0,3854.0,3984.0,206.0,3778.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,30363,11158,20,20,1361.0,,,,PASS,,activity_loss,risk_ratio,0.9737179739431001,0.0743209683990572,0.8417266231096637,1.1264069197159392,0.7200748330007312,,,,,,,2794.0,162.0,2632.0,4062.0,208.0,3854.0,3984.0,206.0,3778.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_heart_disease,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,30363,11158,20,20,1361.0,,,,PASS,,work_loss,risk_ratio,1.2667206774964648,0.07558777534772385,1.0922962152564728,1.468998292208075,0.0017605678468319815,,,,,,,2794.0,162.0,2632.0,4062.0,208.0,3854.0,3984.0,206.0,3778.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,16463,6319,13,13,1438.0,4671.0,464.0,4207.0,PASS,,any_withdrawal,risk_ratio,1.2051962369463651,0.05447214321676828,1.083155962185844,1.3409869125573486,0.0006116780271833212,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,16463,6319,14,14,1438.0,,,,PASS,,loss_1,risk_ratio,1.168377806482656,0.05736230657355561,1.044134425890139,1.3074051241222606,0.006670391481637152,4101.0,395.0,3706.0,570.0,69.0,501.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,16463,6319,14,14,1438.0,,,,PASS,,loss_2plus,risk_ratio,1.4789010942242384,0.11826433676296862,1.1729306750491801,1.8646868847606395,0.0009373559906764682,4101.0,395.0,3706.0,570.0,69.0,501.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,16463,6319,15,15,1438.0,,,,PASS,,alcohol_loss,risk_ratio,1.1631044657740945,0.08546659065680628,0.9837153072726899,1.3752068187840418,0.07708484555773083,,,,,,,1352.0,140.0,1212.0,1893.0,209.0,1684.0,2030.0,188.0,1842.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,16463,6319,15,15,1438.0,,,,PASS,,activity_loss,risk_ratio,1.2883390659344007,0.07205636876474746,1.1186537521982904,1.4837634482975461,0.00043801739679498854,,,,,,,1352.0,140.0,1212.0,1893.0,209.0,1684.0,2030.0,188.0,1842.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,16463,6319,15,15,1438.0,,,,PASS,,work_loss,risk_ratio,1.0992336116598278,0.07572140459791392,0.9476235018501817,1.2750997950594756,0.211485510629845,,,,,,,1352.0,140.0,1212.0,1893.0,209.0,1684.0,2030.0,188.0,1842.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,16369,6277,18,18,1428.0,4630.0,462.0,4168.0,PASS,,any_withdrawal,risk_ratio,1.1330711773862834,0.05550057326786661,1.0162838371351284,1.2632792593087685,0.02438552402589675,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,16369,6277,19,19,1428.0,,,,PASS,,loss_1,risk_ratio,1.1062240924289581,0.05822093210255817,0.9869277614229404,1.2399405412468192,0.0829260024757899,4067.0,393.0,3674.0,563.0,69.0,494.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,16369,6277,19,19,1428.0,,,,PASS,,loss_2plus,risk_ratio,1.333409296436207,0.11907837678602111,1.0558537837274735,1.6839266754774593,0.015675534979719335,4067.0,393.0,3674.0,563.0,69.0,494.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,16369,6277,20,20,1428.0,,,,PASS,,alcohol_loss,risk_ratio,1.1050503538366006,0.08535003540931296,0.9348285902204914,1.3062675845487093,0.24185313013788468,,,,,,,1338.0,140.0,1198.0,1873.0,208.0,1665.0,2016.0,187.0,1829.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,16369,6277,20,20,1428.0,,,,PASS,,activity_loss,risk_ratio,1.214761128329218,0.07277422841041424,1.0532836694665022,1.4009944725024572,0.007510870808527198,,,,,,,1338.0,140.0,1198.0,1873.0,208.0,1665.0,2016.0,187.0,1829.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_hypertension,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,16369,6277,20,20,1428.0,,,,PASS,,work_loss,risk_ratio,1.0484881041466638,0.07649886273530582,0.9025007207900226,1.2180902233238624,0.5359471055028475,,,,,,,1338.0,140.0,1198.0,1873.0,208.0,1665.0,2016.0,187.0,1829.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33690,12459,13,13,1634.0,10326.0,727.0,9599.0,PASS,,any_withdrawal,risk_ratio,1.854339281761962,0.048891487731482976,1.6848944066574478,2.0408247296084463,1.4319623173050395e-36,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33690,12459,14,14,1634.0,,,,PASS,,loss_1,risk_ratio,1.7426132963030547,0.05165796482334039,1.5748155123008298,1.928290061110416,5.848614156161776e-27,9045.0,602.0,8443.0,1281.0,125.0,1156.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33690,12459,14,14,1634.0,,,,PASS,,loss_2plus,risk_ratio,2.716028017057457,0.09073013505796027,2.2735505493176182,3.244620266593646,3.3244316243672993e-28,9045.0,602.0,8443.0,1281.0,125.0,1156.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33690,12459,15,15,1634.0,,,,PASS,,alcohol_loss,risk_ratio,1.5974641866125359,0.06814621945224764,1.3977353962288086,1.8257331354667272,6.255241919687539e-12,,,,,,,2972.0,241.0,2731.0,4335.0,402.0,3933.0,4357.0,214.0,4143.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33690,12459,15,15,1634.0,,,,PASS,,activity_loss,risk_ratio,1.9451318442676664,0.055787081669802625,1.743664773800916,2.1698768871361747,8.63948212231018e-33,,,,,,,2972.0,241.0,2731.0,4335.0,402.0,3933.0,4357.0,214.0,4143.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33690,12459,15,15,1634.0,,,,PASS,,work_loss,risk_ratio,1.3897734708170273,0.07274223825808625,1.2051072848928794,1.6027372204944332,6.046567863850357e-06,,,,,,,2972.0,241.0,2731.0,4335.0,402.0,3933.0,4357.0,214.0,4143.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33500,12378,18,18,1625.0,10257.0,722.0,9535.0,PASS,,any_withdrawal,risk_ratio,1.5218647338587679,0.05025141165239022,1.3791197378726352,1.6793844686290125,6.449258669000681e-17,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33500,12378,19,19,1625.0,,,,PASS,,loss_1,risk_ratio,1.4662319416900562,0.05264656141388679,1.3224822202911604,1.625606812588286,3.6175383152376204e-13,8989.0,598.0,8391.0,1268.0,124.0,1144.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33500,12378,19,19,1625.0,,,,PASS,,loss_2plus,risk_ratio,1.9122216558812328,0.09345725403812684,1.5921620695302499,2.2966202569440695,4.019486424309347e-12,8989.0,598.0,8391.0,1268.0,124.0,1144.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33500,12378,20,20,1625.0,,,,PASS,,alcohol_loss,risk_ratio,1.317976040832452,0.06911492171845009,1.1510038793200117,1.509170277718441,6.476087645378178e-05,,,,,,,2948.0,239.0,2709.0,4304.0,399.0,3905.0,4330.0,213.0,4117.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33500,12378,20,20,1625.0,,,,PASS,,activity_loss,risk_ratio,1.6353148619803741,0.05649971072922637,1.463891006678241,1.8268127105187442,3.1730823801560866e-18,,,,,,,2948.0,239.0,2709.0,4304.0,399.0,3905.0,4330.0,213.0,4117.0,,,,,,,,,,
hrs,comparable_22_30_months,incident_any_iadl,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,33500,12378,20,20,1625.0,,,,PASS,,work_loss,risk_ratio,1.1960122446310275,0.07379191892625686,1.0349606327631133,1.3821253137796938,0.015281270253278271,,,,,,,2948.0,239.0,2709.0,4304.0,399.0,3905.0,4330.0,213.0,4117.0,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,basic,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35786,13098,14,14,1997.0,11437.0,934.0,10503.0,PASS,,any_withdrawal,risk_ratio,1.7858026064607153,0.04486122191487024,1.6354885620005726,1.9499316738362906,3.2185862061940135e-38,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35786,13098,15,15,1997.0,,,,PASS,,loss_1,risk_ratio,1.6928665858240908,0.04701079854881005,1.5438569905222248,1.856258251245363,4.174054291042328e-29,9866.0,749.0,9117.0,1571.0,185.0,1386.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,basic,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35786,13098,15,15,1997.0,,,,PASS,,loss_2plus,risk_ratio,2.4256717278687128,0.08160745625058934,2.06712925643257,2.8464032005119657,1.8234620032164543e-27,9866.0,749.0,9117.0,1571.0,185.0,1386.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35786,13098,16,16,1997.0,,,,PASS,,alcohol_loss,risk_ratio,1.56075075346627,0.05994973263397488,1.3877276716778773,1.7553465021709,1.1221006763052646e-13,,,,,,,3378.0,331.0,3047.0,5001.0,528.0,4473.0,4703.0,265.0,4438.0,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35786,13098,16,16,1997.0,,,,PASS,,activity_loss,risk_ratio,1.7654257095981445,0.05207988614440706,1.5941125005391024,1.955149297841957,9.897831682695106e-28,,,,,,,3378.0,331.0,3047.0,5001.0,528.0,4473.0,4703.0,265.0,4438.0,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,basic,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35786,13098,16,16,1997.0,,,,PASS,,work_loss,risk_ratio,1.372332941560292,0.06525827247631442,1.2075678614128187,1.559579186123852,1.2337044592389824e-06,,,,,,,3378.0,331.0,3047.0,5001.0,528.0,4473.0,4703.0,265.0,4438.0,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,full,any_withdrawal,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35580,13012,19,19,1984.0,11359.0,926.0,10433.0,PASS,,any_withdrawal,risk_ratio,1.505014436306381,0.04558814519052679,1.3763724347669042,1.6456799019476256,3.0387668297900454e-19,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35580,13012,20,20,1984.0,,,,PASS,,loss_1,risk_ratio,1.4544004807336772,0.04764610582738581,1.3247306073419454,1.5967629543961657,3.780422704954311e-15,9803.0,744.0,9059.0,1556.0,182.0,1374.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,full,score_categorical,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35580,13012,20,20,1984.0,,,,PASS,,loss_2plus,risk_ratio,1.8243186965787295,0.0821014145179762,1.5531587879081001,2.142819351503189,2.4297395705926056e-13,9803.0,744.0,9059.0,1556.0,182.0,1374.0,,,,,,,,,,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35580,13012,21,21,1984.0,,,,PASS,,alcohol_loss,risk_ratio,1.3306019884337437,0.060012094735483267,1.1829483435385435,1.4966855157239967,1.9401068671744522e-06,,,,,,,3350.0,327.0,3023.0,4966.0,523.0,4443.0,4673.0,263.0,4410.0,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35580,13012,21,21,1984.0,,,,PASS,,activity_loss,risk_ratio,1.5292587667920412,0.051855588035889,1.3814698857486705,1.6928580202404642,2.5765563966320597e-16,,,,,,,3350.0,327.0,3023.0,4966.0,523.0,4443.0,4673.0,263.0,4410.0,,,,,,,,,,
hrs,comparable_22_30_months,iadl_count_increase,full,mutually_adjusted_components,core,2,PASS_STRICT_COMPLETE_ITEM_COUNTS,35580,13012,21,21,1984.0,,,,PASS,,work_loss,risk_ratio,1.2040670496139263,0.06644169416113198,1.057049680028387,1.3715319983135055,0.005189850901547793,,,,,,,3350.0,327.0,3023.0,4966.0,523.0,4443.0,4673.0,263.0,4410.0,,,,,,,,,,
hrs,comparable_22_30_months,word_recall_change,basic,any_withdrawal,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22397,10521,11,11,,7218.0,,,PASS,,any_withdrawal,mean_difference,-0.40848377560216703,0.04033481985934954,-0.487538569849403,-0.32942898135493104,4.179319093135291e-24,,,,,,,,,,,,,,,,,,,,,,-0.12615215675815986,0.012456613509821388,-0.15056667060674483,-0.10173764290957488
hrs,comparable_22_30_months,word_recall_change,basic,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22397,10521,12,12,,,,,PASS,,loss_1,mean_difference,-0.3770113604843274,0.042346916691396945,-0.46000979205578346,-0.2940129289128713,5.43946616554727e-19,6193.0,,,1025.0,,,,,,,,,,,,,,,,,,-0.11643252214194837,0.013078009927818301,-0.14206495058992952,-0.09080009369396723
hrs,comparable_22_30_months,word_recall_change,basic,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22397,10521,12,12,,,,,PASS,,loss_2plus,mean_difference,-0.605578510312222,0.09199710429647828,-0.7858895214152944,-0.4252674992091495,4.623467231878911e-11,6193.0,,,1025.0,,,,,,,,,,,,,,,,,,-0.18702097788256702,0.028411491020414816,-0.24270647702966322,-0.13133547873547086
hrs,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22397,10521,13,13,,,,,PASS,,alcohol_loss,mean_difference,-0.43870486887571997,0.0636517011416688,-0.5634599106680979,-0.31394982708334207,5.490806467660066e-12,,,,,,,2309.0,,,3143.0,,,2834.0,,,,,,,,,-0.13548534530506867,0.019657572368719428,-0.1740134791712485,-0.09695721143888889
hrs,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22397,10521,13,13,,,,,PASS,,activity_loss,mean_difference,-0.27986577013814573,0.05447550786214306,-0.3866358035874747,-0.17309573668881678,2.784759686565273e-07,,,,,,,2309.0,,,3143.0,,,2834.0,,,,,,,,,-0.08643102275889558,0.016823686074617705,-0.11940484155235431,-0.05345720396543684
hrs,comparable_22_30_months,word_recall_change,basic,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22397,10521,13,13,,,,,PASS,,work_loss,mean_difference,-0.3226687301198546,0.05688637174556123,-0.43416396995231155,-0.21117349028739765,1.410063348662853e-08,,,,,,,2309.0,,,3143.0,,,2834.0,,,,,,,,,-0.0996498726614794,0.017568233830756154,-0.13408297824173962,-0.06521676708121919
hrs,comparable_22_30_months,word_recall_change,full,any_withdrawal,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22243,10450,16,16,,7161.0,,,PASS,,any_withdrawal,mean_difference,-0.22991822005022033,0.04045692796976396,-0.30921234179608886,-0.1506240983043518,1.3232359857741627e-08,,,,,,,,,,,,,,,,,,,,,,-0.07102083400161545,0.012496985949736026,-0.09551447637840114,-0.04652719162482976
hrs,comparable_22_30_months,word_recall_change,full,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22243,10450,17,17,,,,,PASS,,loss_1,mean_difference,-0.218606045105518,0.04227303656239038,-0.301459674284948,-0.13575241592608797,2.3248597610714557e-07,6144.0,,,1017.0,,,,,,,,,,,,,,,,,,-0.06752654764723495,0.013057974752005179,-0.09311970787219845,-0.04193338742227146
hrs,comparable_22_30_months,word_recall_change,full,score_categorical,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22243,10450,17,17,,,,,PASS,,loss_2plus,mean_difference,-0.30500338423893425,0.091563102848891,-0.4844637681354974,-0.12554300034237106,0.0008651189671296701,6144.0,,,1017.0,,,,,,,,,,,,,,,,,,-0.0942143459410603,0.02828348239075409,-0.14964895278431115,-0.038779739097809456
hrs,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22243,10450,18,18,,,,,PASS,,alcohol_loss,mean_difference,-0.24293355230359406,0.06364974563742166,-0.36768476137807593,-0.11818234322911217,0.00013523495224450558,,,,,,,2289.0,,,3119.0,,,2813.0,,,,,,,,,-0.07504121895084141,0.01966115611965412,-0.11357637683978275,-0.036506061061900054
hrs,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22243,10450,18,18,,,,,PASS,,activity_loss,mean_difference,-0.14720506553071236,0.05413576748494052,-0.25330922007663026,-0.04110091098479443,0.006544336510740987,,,,,,,2289.0,,,3119.0,,,2813.0,,,,,,,,,-0.045471065846673986,0.01672232568283719,-0.07824622192278403,-0.012695909770563923
hrs,comparable_22_30_months,word_recall_change,full,mutually_adjusted_components,core,2,PASS_BASELINE_ADJUSTED_CHANGE_CANDIDATE,22243,10450,18,18,,,,,PASS,,work_loss,mean_difference,-0.18424311167213656,0.056306829969806536,-0.2946024704965779,-0.0738837528476952,0.001067415286550355,,,,,,,2289.0,,,3119.0,,,2813.0,,,,,,,,,-0.0569119726446637,0.017392958346534416,-0.09100154458847648,-0.02282240070085092
hrs,all_primary_wave_intervals,incident_diabetes,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,36225,11561,14,14,1149.0,11267.0,413.0,10854.0,PASS,,any_withdrawal,risk_ratio,1.3219001697525967,0.0608280204332847,1.1733342646985045,1.48927727704343,4.478204508083214e-06,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,36225,11561,15,15,1149.0,,,,PASS,,loss_1,risk_ratio,1.2353930698666862,0.06492248730812505,1.0877849337691263,1.4030310493329168,0.0011298409146547903,9758.0,337.0,9421.0,1509.0,76.0,1433.0,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,36225,11561,15,15,1149.0,,,,PASS,,loss_2plus,risk_ratio,1.9388310363632322,0.11840470028940933,1.5372825575615396,2.445266661665641,2.248388159156526e-08,9758.0,337.0,9421.0,1509.0,76.0,1433.0,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,36225,11561,16,16,1149.0,,,,PASS,,alcohol_loss,risk_ratio,1.4003101946989633,0.09131717927026499,1.1708329249345415,1.6747638365973316,0.00022684172421730793,,,,,,,3271.0,134.0,3137.0,4875.0,195.0,4680.0,4707.0,162.0,4545.0,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,36225,11561,16,16,1149.0,,,,PASS,,activity_loss,risk_ratio,1.399574897506311,0.07820250753895727,1.2006876659228893,1.6314066924508575,1.718085114351638e-05,,,,,,,3271.0,134.0,3137.0,4875.0,195.0,4680.0,4707.0,162.0,4545.0,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,basic,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,36225,11561,16,16,1149.0,,,,PASS,,work_loss,risk_ratio,1.1323331124318774,0.08599171697682463,0.9567047390058738,1.3402027033356116,0.14838546782346504,,,,,,,3271.0,134.0,3137.0,4875.0,195.0,4680.0,4707.0,162.0,4545.0,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,35972,11483,19,19,1142.0,11177.0,411.0,10766.0,PASS,,any_withdrawal,risk_ratio,1.2076065659815873,0.06316589798629879,1.066985594132788,1.366760363233501,0.0028225803135951784,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,35972,11483,20,20,1142.0,,,,PASS,,loss_1,risk_ratio,1.1423220052033314,0.06691983847269971,1.0019043752823018,1.3024192685096163,0.04676807866108702,9685.0,335.0,9350.0,1492.0,76.0,1416.0,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,35972,11483,20,20,1142.0,,,,PASS,,loss_2plus,risk_ratio,1.6696443348688275,0.12162123415731704,1.3155270606557865,2.119083892937864,2.4998640227855265e-05,9685.0,335.0,9350.0,1492.0,76.0,1416.0,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,35972,11483,21,21,1142.0,,,,PASS,,alcohol_loss,risk_ratio,1.279151258341277,0.09336691140197263,1.065240925688169,1.536016784802962,0.008367391191490915,,,,,,,3243.0,133.0,3110.0,4831.0,194.0,4637.0,4672.0,162.0,4510.0,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,35972,11483,21,21,1142.0,,,,PASS,,activity_loss,risk_ratio,1.2908475954909417,0.07991027513651454,1.1037106179976477,1.5097141294225525,0.0013991741981311098,,,,,,,3243.0,133.0,3110.0,4831.0,194.0,4637.0,4672.0,162.0,4510.0,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,mutually_adjusted_components,core,2,PASS_BASELINE_FREE_RISK_SET,35972,11483,21,21,1142.0,,,,PASS,,work_loss,risk_ratio,1.0720414236758637,0.08672173076375958,0.9044694361621456,1.2706596465587376,0.42246041233477216,,,,,,,3243.0,133.0,3110.0,4831.0,194.0,4637.0,4672.0,162.0,4510.0,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,work_exit_phenotype,enrichment,1,PASS_BASELINE_FREE_RISK_SET,21307,7906,20,20,770.0,,,,PASS,,work_exit_retirement,risk_ratio,1.009108680675863,0.09173775730610921,0.8430447370754145,1.2078840951524603,0.9212645563250416,,,,,,,,,,,,,,,,4150.0,150.0,4000.0,1014.0,41.0,973.0,,,,
hrs,all_primary_wave_intervals,incident_diabetes,full,work_exit_phenotype,enrichment,1,PASS_BASELINE_FREE_RISK_SET,21307,7906,20,20,770.0,,,,PASS,,work_exit_no_retirement,risk_ratio,0.9350916779282805,0.16164876254440558,0.6811747103888877,1.2836595851180788,0.6780220481914353,,,,,,,,,,,,,,,,4150.0,150.0,4000.0,1014.0,41.0,973.0,,,,
hrs,all_primary_wave_intervals,incident_stroke,basic,any_withdrawal,core,2,PASS_BASELINE_FREE_RISK_SET,42298,13410,14,14,663.0,13699.0,259.0,13440.0,PASS,,any_withdrawal,risk_ratio,1.306816911415368,0.07948921167723383,1.1182873349343558,1.5271302702014855,0.0007614972975088991,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_stroke,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,42298,13410,15,15,663.0,,,,PASS,,loss_1,risk_ratio,1.2246290561535178,0.08506454248341702,1.0365672651392772,1.4468104247667404,0.01721106783669489,11772.0,207.0,11565.0,1927.0,52.0,1875.0,,,,,,,,,,,,,,,,,,,
hrs,all_primary_wave_intervals,incident_stroke,basic,score_categorical,core,2,PASS_BASELINE_FREE_RISK_SET,42298,13410,15,15,663.0,,,,PASS,,loss_2plus,risk_ratio,1.8026553507026934,0.1469447673948209,1.3515530260089923,2.4043202529853462,6.069730446914744e-05,11772.0,207.0,11565.0,1927.0,52.0,1875.0,,,,,,,,,,,,,,,,,,,
