cohort,outcome_id,analysis_family,n,people,events,nonevents,parameters,matrix_rank,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,model_id,model_status,metric,estimate,ci_low,ci_high,bootstrap_replicates,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,11161,646,10515,1661,195,1466,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_c_statistic,-0.0010702101254712604,-0.0018205176163890002,-0.0003561529477525948,500,6874.0,387.0,6487.0
share,incident_heart_disease,head_to_head_cv_binary_flag,26644,18995,1340,25304,20,20,11161,646,10515,1661,195,1466,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_brier_score,1.733071769851463e-05,7.496256300079142e-06,2.713060525059395e-05,500,6874.0,387.0,6487.0
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M0_routine,PASS,c_statistic,0.6201560328757838,0.6044891600938919,0.633970531938653,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M0_routine,PASS,brier_score,0.09984064550135101,0.09630954915087377,0.10375881635654204,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M1_withdrawal,PASS,c_statistic,0.619177851211659,0.6034535562861588,0.633191142356437,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M1_withdrawal,PASS,brier_score,0.09986822905637242,0.09633959497937117,0.10378801231060614,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M2_fried,PASS,c_statistic,0.6210472165734622,0.6061233278007452,0.6348179401181192,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M2_fried,PASS,brier_score,0.09976573377849512,0.09619304052117122,0.10367433638528917,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M3_fried_withdrawal,PASS,c_statistic,0.6201086892052194,0.6050262068701612,0.6337304660775867,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M3_fried_withdrawal,PASS,brier_score,0.0997966831191229,0.09621816080837638,0.10371051899880329,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M1_withdrawal_minus_M0_routine,PASS,delta_c_statistic,-0.0009781816641247776,-0.0019466435723094172,-9.996541235064198e-05,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M1_withdrawal_minus_M0_routine,PASS,delta_brier_score,2.7583555021415407e-05,-4.433619405354999e-06,6.554198832034035e-05,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M2_fried_minus_M0_routine,PASS,delta_c_statistic,0.0008911836976783771,-0.001670422828035667,0.0033719279989316165,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M2_fried_minus_M0_routine,PASS,delta_brier_score,-7.491172285588321e-05,-0.00018637059086160855,3.759635762877694e-05,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M3_fried_withdrawal_minus_M0_routine,PASS,delta_c_statistic,-4.7343670564359286e-05,-0.0028282328736959628,0.002552985666435962,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M3_fried_withdrawal_minus_M0_routine,PASS,delta_brier_score,-4.396238222810489e-05,-0.00015820186655653954,6.87290097314125e-05,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M3_fried_withdrawal_minus_M2_fried,PASS,delta_c_statistic,-0.0009385273682427364,-0.00191645698387142,-5.8596804018349057e-05,500,,,
share,incident_hypertension,head_to_head_cv,15238,11095,1750,13488,21,21,6093,781,5312,767,147,620,3485.0,419.0,3066.0,343.0,43.0,300.0,M3_fried_withdrawal_minus_M2_fried,PASS,delta_brier_score,3.094934062777832e-05,-2.5143047225523877e-06,6.999186169054371e-05,500,,,
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M0_routine,PASS,c_statistic,0.6201560328757838,0.6044891600938919,0.633970531938653,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M0_routine,PASS,brier_score,0.09984064550135101,0.09630954915087377,0.10375881635654204,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M1b_any_withdrawal,PASS,c_statistic,0.6193192679206914,0.6037144986660742,0.6332539191349953,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M1b_any_withdrawal,PASS,brier_score,0.09986399163180432,0.09633720623832984,0.1037961174925879,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M2_fried,PASS,c_statistic,0.6210472165734622,0.6061233278007452,0.6348179401181192,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M2_fried,PASS,brier_score,0.09976573377849512,0.09619304052117122,0.10367433638528917,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M3b_fried_any_withdrawal,PASS,c_statistic,0.6202242628368073,0.6052714174149137,0.6338456025572934,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M3b_fried_any_withdrawal,PASS,brier_score,0.09979267187561039,0.09621063807254857,0.10370341567006468,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,delta_c_statistic,-0.0008367649550924394,-0.0015988337274672414,-9.0795888260381e-05,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,delta_brier_score,2.3346130453308356e-05,-1.001883790740024e-06,5.4559619659847215e-05,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M2_fried_minus_M0_routine,PASS,delta_c_statistic,0.0008911836976783771,-0.001670422828035667,0.0033719279989316165,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M2_fried_minus_M0_routine,PASS,delta_brier_score,-7.491172285588321e-05,-0.00018637059086160855,3.759635762877694e-05,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,delta_c_statistic,6.822996102351375e-05,-0.002710495900540319,0.002498969580935614,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,delta_brier_score,-4.797362574061881e-05,-0.00016335001320725502,6.413340461429578e-05,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_c_statistic,-0.0008229537366548634,-0.0015823188660898046,-7.907754501144394e-05,500,3828.0,462.0,3366.0
share,incident_hypertension,head_to_head_cv_binary_flag,15238,11095,1750,13488,20,20,6093,781,5312,767,147,620,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_brier_score,2.6938097115264403e-05,1.7557680928117355e-06,5.966108043081033e-05,500,3828.0,462.0,3366.0
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M0_routine,PASS,c_statistic,0.5986926770536334,0.57888012343503,0.6190663642490039,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M0_routine,PASS,brier_score,0.026446434091680404,0.02475574937797722,0.028212596097340947,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M1_withdrawal,PASS,c_statistic,0.5975221632998335,0.5773253309112434,0.617340262075588,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M1_withdrawal,PASS,brier_score,0.026451073598570938,0.02475729600387696,0.028218282277983224,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M2_fried,PASS,c_statistic,0.6044218753159566,0.5843692609551813,0.624066772864141,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M2_fried,PASS,brier_score,0.026439945515680383,0.024751403428475753,0.02820635952080177,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M3_fried_withdrawal,PASS,c_statistic,0.6031468852580565,0.5822827327957335,0.6232247160114777,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M3_fried_withdrawal,PASS,brier_score,0.02644473034658885,0.024753208868336225,0.02821257795218378,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M1_withdrawal_minus_M0_routine,PASS,delta_c_statistic,-0.00117051375379984,-0.003530505571563375,0.0013522532509238551,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M1_withdrawal_minus_M0_routine,PASS,delta_brier_score,4.6395068905337455e-06,-3.444128033686187e-06,1.1719896978586337e-05,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M2_fried_minus_M0_routine,PASS,delta_c_statistic,0.00572919826232321,-0.0008198570270919941,0.011136015417788272,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M2_fried_minus_M0_routine,PASS,delta_brier_score,-6.488576000020924e-06,-2.0554612943116114e-05,7.810805643761879e-06,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M3_fried_withdrawal_minus_M0_routine,PASS,delta_c_statistic,0.004454208204423105,-0.0022767379543763926,0.010446357322625228,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M3_fried_withdrawal_minus_M0_routine,PASS,delta_brier_score,-1.7037450915531605e-06,-1.8400493220726166e-05,1.3553106040170645e-05,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M3_fried_withdrawal_minus_M2_fried,PASS,delta_c_statistic,-0.001274990057900105,-0.0035945383209279314,0.001113317348481676,500,,,
share,incident_cancer,head_to_head_cv,29906,21430,816,29090,21,21,12795,391,12404,2441,91,2350,7183.0,205.0,6978.0,779.0,32.0,747.0,M3_fried_withdrawal_minus_M2_fried,PASS,delta_brier_score,4.784830908467763e-06,-3.6137147552683067e-06,1.187865911234931e-05,500,,,
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M0_routine,PASS,c_statistic,0.5986926770536334,0.57888012343503,0.6190663642490039,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M0_routine,PASS,brier_score,0.026446434091680404,0.02475574937797722,0.028212596097340947,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M1b_any_withdrawal,PASS,c_statistic,0.5972074705612737,0.577017051940503,0.6174182296772246,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M1b_any_withdrawal,PASS,brier_score,0.026450765095051537,0.024757700504595987,0.02821733102464296,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M2_fried,PASS,c_statistic,0.6044218753159566,0.5843692609551813,0.624066772864141,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M2_fried,PASS,brier_score,0.026439945515680383,0.024751403428475753,0.02820635952080177,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M3b_fried_any_withdrawal,PASS,c_statistic,0.6028379639927474,0.5823284924371757,0.6225208404752917,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M3b_fried_any_withdrawal,PASS,brier_score,0.026444439270475822,0.024753423995310955,0.028211808517281004,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,delta_c_statistic,-0.0014852064923597252,-0.0032175358363532385,0.0004624474289434513,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,delta_brier_score,4.331003371133013e-06,4.747461838528625e-08,8.792225946860527e-06,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M2_fried_minus_M0_routine,PASS,delta_c_statistic,0.00572919826232321,-0.0008198570270919941,0.011136015417788272,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M2_fried_minus_M0_routine,PASS,delta_brier_score,-6.488576000020924e-06,-2.0554612943116114e-05,7.810805643761879e-06,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,delta_c_statistic,0.004145286939113979,-0.0024231775244342112,0.010165563722815915,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,delta_brier_score,-1.9948212045817204e-06,-1.7177958004599164e-05,1.2028202005618695e-05,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_c_statistic,-0.0015839113232092306,-0.0032773438814999167,0.00019786151349456807,500,7962.0,237.0,7725.0
share,incident_cancer,head_to_head_cv_binary_flag,29906,21430,816,29090,20,20,12795,391,12404,2441,91,2350,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_brier_score,4.493754795439203e-06,1.5646680482511748e-07,9.091048063072231e-06,500,7962.0,237.0,7725.0
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M0_routine,PASS,c_statistic,0.6077110215505022,0.5954190086014679,0.6199778416308925,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M0_routine,PASS,brier_score,0.10975545439803105,0.10690953920402993,0.11312564667923153,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M1_withdrawal,PASS,c_statistic,0.6077594001335482,0.5954129332389582,0.6198605408730118,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M1_withdrawal,PASS,brier_score,0.10972871482116973,0.10688591826646421,0.11309926502349095,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M2_fried,PASS,c_statistic,0.6158278869540564,0.6041194693131012,0.6277979295478122,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M2_fried,PASS,brier_score,0.10934795053435177,0.10650806188291206,0.112782903609358,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M3_fried_withdrawal,PASS,c_statistic,0.61586693954519,0.604192099533101,0.6277451898165884,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M3_fried_withdrawal,PASS,brier_score,0.1093109773531061,0.10644345345330877,0.11275627364306945,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M1_withdrawal_minus_M0_routine,PASS,delta_c_statistic,4.8378583046071455e-05,-0.0012914816205115032,0.0013623240918793002,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M1_withdrawal_minus_M0_routine,PASS,delta_brier_score,-2.6739576861320447e-05,-7.577999303546649e-05,2.388478547743869e-05,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M2_fried_minus_M0_routine,PASS,delta_c_statistic,0.008116865403554274,0.0038257537623102413,0.013087389407275416,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M2_fried_minus_M0_routine,PASS,delta_brier_score,-0.00040750386367928437,-0.000632300800490003,-0.00019943256182540335,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M3_fried_withdrawal_minus_M0_routine,PASS,delta_c_statistic,0.008155917994687845,0.0037524926866086216,0.01318829590279649,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M3_fried_withdrawal_minus_M0_routine,PASS,delta_brier_score,-0.0004444770449249513,-0.0006892198691433478,-0.00023076715558186732,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M3_fried_withdrawal_minus_M2_fried,PASS,delta_c_statistic,3.90525911335704e-05,-0.0011945945990683882,0.001309714220430738,500,,,
share,incident_arthritis,head_to_head_cv,19598,14716,2510,17088,21,21,7481,1122,6359,923,212,711,4460.0,609.0,3851.0,480.0,57.0,423.0,M3_fried_withdrawal_minus_M2_fried,PASS,delta_brier_score,-3.697318124566695e-05,-9.220541662004478e-05,1.532963749182012e-05,500,,,
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M0_routine,PASS,c_statistic,0.6077110215505022,0.5954190086014679,0.6199778416308925,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M0_routine,PASS,brier_score,0.10975545439803105,0.10690953920402993,0.11312564667923153,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M1b_any_withdrawal,PASS,c_statistic,0.6078988470276199,0.5955007004123523,0.6199760209259892,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M1b_any_withdrawal,PASS,brier_score,0.10972446655366769,0.10688274330445309,0.11308880336303209,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M2_fried,PASS,c_statistic,0.6158278869540564,0.6041194693131012,0.6277979295478122,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M2_fried,PASS,brier_score,0.10934795053435177,0.10650806188291206,0.112782903609358,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M3b_fried_any_withdrawal,PASS,c_statistic,0.6160438302967903,0.6044289091443469,0.6279865685977013,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M3b_fried_any_withdrawal,PASS,brier_score,0.10930774443276838,0.10643407936274117,0.11274846205064973,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,delta_c_statistic,0.00018782547711770903,-0.0011884530476652137,0.00142381053610416,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,delta_brier_score,-3.09878443633671e-05,-8.151212569772504e-05,2.0585397420249867e-05,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M2_fried_minus_M0_routine,PASS,delta_c_statistic,0.008116865403554274,0.0038257537623102413,0.013087389407275416,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M2_fried_minus_M0_routine,PASS,delta_brier_score,-0.00040750386367928437,-0.000632300800490003,-0.00019943256182540335,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,delta_c_statistic,0.008332808746288167,0.004035564343128445,0.013334725134171454,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,delta_brier_score,-0.0004477099652626798,-0.0006920235592933071,-0.00023866555390605337,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_c_statistic,0.00021594334273389304,-0.00108416969190209,0.0013880224765239276,500,4940.0,666.0,4274.0
share,incident_arthritis,head_to_head_cv_binary_flag,19598,14716,2510,17088,20,20,7481,1122,6359,923,212,711,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,delta_brier_score,-4.020610158339544e-05,-9.460414443700216e-05,1.261962222836515e-05,500,4940.0,666.0,4274.0
