cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,two_domain_any_n,two_domain_any_events,two_domain_any_nonevents,alcohol_loss_n,alcohol_loss_events,alcohol_loss_nonevents,activity_loss_n,activity_loss_events,activity_loss_nonevents,work_loss_n,work_loss_events,work_loss_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,direction_expansion_n,direction_expansion_events,direction_expansion_nonevents,direction_mixed_n,direction_mixed_events,direction_mixed_nonevents,direction_contraction_1_n,direction_contraction_1_events,direction_contraction_1_nonevents,direction_contraction_2_plus_n,direction_contraction_2_plus_events,direction_contraction_2_plus_nonevents
share,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,27970,19791,1436,26534,17,17,,,,PASS,,activity_loss,risk_ratio,1.3317942891593504,0.07137841906774595,1.1579231262047631,1.5317735594856827,5.9648205356868536e-05,,,,3039.0,168.0,2871.0,2717.0,225.0,2492.0,2368.0,89.0,2279.0,,,,,,,,,,,,,,,,,,
share,incident_heart_disease,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,27970,19791,1436,26534,17,17,,,,PASS,,work_loss,risk_ratio,1.0057306905576928,0.11453502006531899,0.8035063574165,1.2588503035394685,0.9602087906194007,,,,3039.0,168.0,2871.0,2717.0,225.0,2492.0,2368.0,89.0,2279.0,,,,,,,,,,,,,,,,,,
share,incident_hypertension,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,18,18,4074.0,507.0,3567.0,PASS,,any_withdrawal,risk_ratio,0.9617315769166322,0.08297938324343225,0.8173756515777607,1.131582062975801,0.6381864159890733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_hypertension,specificity,two_domain_any_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,18,18,,,,PASS,,two_domain_any,risk_ratio,1.0435084312843643,0.08765204583359341,0.8787926293433634,1.2390976093816262,0.6270510255065447,2817.0,395.0,2422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,20,20,,,,PASS,,alcohol_loss,risk_ratio,0.9577611692728621,0.09748034822867543,0.7911918455136302,1.159398270556515,0.657965797920151,,,,1682.0,206.0,1476.0,1335.0,216.0,1119.0,1455.0,137.0,1318.0,,,,,,,,,,,,,,,,,,
share,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,20,20,,,,PASS,,activity_loss,risk_ratio,1.0474997915930646,0.164797096203832,0.7583652119149894,1.4468699198592891,0.7782534437675755,,,,1682.0,206.0,1476.0,1335.0,216.0,1119.0,1455.0,137.0,1318.0,,,,,,,,,,,,,,,,,,
share,incident_hypertension,specificity,domain_specific_current_adjusted,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,20,20,,,,PASS,,work_loss,risk_ratio,0.9158470225409094,0.10551266952332096,0.744749792211501,1.12625176598753,0.40477054007063307,,,,1682.0,206.0,1476.0,1335.0,216.0,1119.0,1455.0,137.0,1318.0,,,,,,,,,,,,,,,,,,
share,incident_hypertension,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,19,19,,,,PASS,,loss_1,risk_ratio,0.95343338708206,0.08574738027471371,0.8059387797819596,1.127920936933574,0.5781297424642369,,,,,,,,,,,,,3692.0,457.0,3235.0,382.0,50.0,332.0,,,,,,,,,,,,
share,incident_hypertension,specificity,withdrawal_gradient,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,19,19,,,,PASS,,loss_2plus,risk_ratio,0.88811687952553,0.1943532096274625,0.6067871461668737,1.2998818394238838,0.5415330657310897,,,,,,,,,,,,,3692.0,457.0,3235.0,382.0,50.0,332.0,,,,,,,,,,,,
share,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,21,21,,,,PASS,,direction_expansion,risk_ratio,0.9220711823841132,0.2779824781017029,0.5347432790489522,1.5899503531776134,0.7703912253295222,,,,,,,,,,,,,,,,,,,1822.0,208.0,1614.0,420.0,54.0,366.0,3292.0,405.0,2887.0,362.0,48.0,314.0
share,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,21,21,,,,PASS,,direction_mixed,risk_ratio,0.9815785958329315,0.13408422038499299,0.7547313400453595,1.2766086270373285,0.8897125028831288,,,,,,,,,,,,,,,,,,,1822.0,208.0,1614.0,420.0,54.0,366.0,3292.0,405.0,2887.0,362.0,48.0,314.0
share,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,21,21,,,,PASS,,direction_contraction_1,risk_ratio,1.01385460939817,0.26704582921778625,0.6007113781404447,1.711139835872387,0.9589072548829091,,,,,,,,,,,,,,,,,,,1822.0,208.0,1614.0,420.0,54.0,366.0,3292.0,405.0,2887.0,362.0,48.0,314.0
share,incident_hypertension,specificity,direction_symmetry,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,21,21,,,,PASS,,direction_contraction_2_plus,risk_ratio,1.0284957629057303,0.5493472700110243,0.3504267597073942,3.0186151742472656,0.9592086083552477,,,,,,,,,,,,,,,,,,,1822.0,208.0,1614.0,420.0,54.0,366.0,3292.0,405.0,2887.0,362.0,48.0,314.0
share,incident_hypertension,current_state_decomposition,three_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,15,15,4074.0,507.0,3567.0,PASS,,any_withdrawal,risk_ratio,1.081208533779255,0.05075078842271992,0.9788368605252089,1.1942867505927761,0.12392958451565114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_hypertension,current_state_decomposition,two_domain_any_without_current_states,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,15,15,,,,PASS,,two_domain_any,risk_ratio,1.130024093231813,0.053960635775776894,1.0166145631097065,1.2560851453655406,0.02349208764148176,2817.0,395.0,2422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,17,17,,,,PASS,,alcohol_loss,risk_ratio,1.020370131488273,0.07131802893391986,0.8872616716536412,1.1734477420769613,0.7773656600975746,,,,1682.0,206.0,1476.0,1335.0,216.0,1119.0,1455.0,137.0,1318.0,,,,,,,,,,,,,,,,,,
share,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,17,17,,,,PASS,,activity_loss,risk_ratio,1.1909086469850731,0.0684109438436607,1.0414704393658556,1.3617894006933013,0.010651546006694384,,,,1682.0,206.0,1476.0,1335.0,216.0,1119.0,1455.0,137.0,1318.0,,,,,,,,,,,,,,,,,,
share,incident_hypertension,current_state_decomposition,domain_specific_without_current_states,PASS_BASELINE_FREE_RISK_SET,15906,11529,1863,14043,17,17,,,,PASS,,work_loss,risk_ratio,0.9671296443651609,0.0891709919705012,0.8120489506277203,1.1518268058678698,0.7077972359885849,,,,1682.0,206.0,1476.0,1335.0,216.0,1119.0,1455.0,137.0,1318.0,,,,,,,,,,,,,,,,,,
share,incident_cancer,specificity,any_withdrawal,PASS_BASELINE_FREE_RISK_SET,31494,22375,856,30638,18,18,8614.0,252.0,8362.0,PASS,,any_withdrawal,risk_ratio,0.9016822382887985,0.1325994074691076,0.6953199569043645,1.1692902681309392,0.4350998704482164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
