cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,model_status,warnings,term,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,withdrawal_log_rr_attenuation_percent
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,4579,146,4433,PASS,,context_bmi_or_weight_loss,risk_ratio,0.8080529836279629,0.23610155198924437,0.5087094821274482,1.2835412888696025,0.36668788452072654,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,4579,146,4433,PASS,,context_incident_non_target_disease,risk_ratio,0.8051345188499465,0.14610727425315223,0.6046467312545272,1.0720997235836478,0.13794930289316693,0.9283281787185867
hrs,incident_cancer,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,16111,10654,465,15646,25,25,4579,146,4433,PASS,,context_fi_change,risk_ratio,1.0066780666432855,0.039270366767441646,0.9321023642986905,1.087220426292064,0.8654125858746041,0.9283281787185867
hrs,incident_arthritis,clinical_context,base_same_set_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23286,8175,2153,21133,21,21,6090,641,5449,PASS,,any_withdrawal,risk_ratio,1.1691622326326045,0.07392624227094,1.0114598461245636,1.3514528841178683,0.03450674676577977,
hrs,incident_arthritis,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23286,8175,2153,21133,22,22,6090,641,5449,PASS,,any_withdrawal,risk_ratio,1.1695984161003687,0.07392724168972717,1.011835212998247,1.3519597236500418,0.03408060190249261,-0.23866531792671816
hrs,incident_arthritis,clinical_context,plus_self_rated_health_worsening,PASS_BASELINE_FREE_RISK_SET,23286,8175,2153,21133,22,22,6090,641,5449,PASS,,context_self_rated_health_worsening,risk_ratio,1.139850356513029,0.04604972299521484,1.041478344613551,1.247514018858433,0.004475924920248386,-0.23866531792671816
hrs,incident_arthritis,clinical_context,base_same_set_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23253,8182,2150,21103,21,21,6085,642,5443,PASS,,any_withdrawal,risk_ratio,1.1691993254811444,0.07399681781299795,1.0113520302340302,1.3516827196057821,0.03464254418690648,
hrs,incident_arthritis,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23253,8182,2150,21103,22,22,6085,642,5443,PASS,,any_withdrawal,risk_ratio,1.1675063140706543,0.07400541555904895,1.0098705654157971,1.3497482153404718,0.036377167650011234,0.9269870972997523
hrs,incident_arthritis,clinical_context,plus_transition_hospitalization,PASS_BASELINE_FREE_RISK_SET,23253,8182,2150,21103,22,22,6085,642,5443,PASS,,context_transition_hospitalization,risk_ratio,1.0989488377675078,0.053134983581327004,0.9902592185155056,1.2195680943430132,0.07577514451493943,0.9269870972997523
hrs,incident_arthritis,clinical_context,base_same_set_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,22344,7854,2059,20285,21,21,5757,603,5154,PASS,,any_withdrawal,risk_ratio,1.1660329888136103,0.07562929544194047,1.0053911648876301,1.3523422310495075,0.042249253121462604,
hrs,incident_arthritis,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,22344,7854,2059,20285,22,22,5757,603,5154,PASS,,any_withdrawal,risk_ratio,1.1634201213814845,0.07573043369973692,1.0029394367822626,1.3495793755781504,0.0456384930832296,1.4604325348059066
hrs,incident_arthritis,clinical_context,plus_cesd_worsening,PASS_BASELINE_FREE_RISK_SET,22344,7854,2059,20285,22,22,5757,603,5154,PASS,,context_cesd_worsening,risk_ratio,1.1361501220826413,0.048756686030155524,1.0326043567556744,1.2500790757498488,0.00884443742891487,1.4604325348059066
hrs,incident_arthritis,clinical_context,base_same_set_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8666,5623,758,7908,20,20,2201,216,1985,PASS,,any_withdrawal,risk_ratio,1.2462810666285284,0.12312805906873922,0.9790597651345652,1.5864368574305203,0.07376159492568665,
hrs,incident_arthritis,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8666,5623,758,7908,21,21,2201,216,1985,PASS,,any_withdrawal,risk_ratio,1.2483866205375238,0.12309310264811985,0.9807810510618545,1.589008222222283,0.07149653847682468,-0.7667212751081094
hrs,incident_arthritis,clinical_context,plus_bmi_or_weight_loss,PASS_BASELINE_FREE_RISK_SET,8666,5623,758,7908,21,21,2201,216,1985,PASS,,context_bmi_or_weight_loss,risk_ratio,0.8282167283574421,0.17481786346116018,0.5879477909885907,1.1666732312706587,0.2809654681116083,-0.7667212751081094
hrs,incident_arthritis,clinical_context,base_same_set_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,21,21,6102,643,5459,PASS,,any_withdrawal,risk_ratio,1.170347076160254,0.07381424084616572,1.01270715591429,1.3525255259406703,0.033086682547403864,
hrs,incident_arthritis,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,22,22,6102,643,5459,PASS,,any_withdrawal,risk_ratio,1.1701565580301962,0.07378470862407026,1.0126009093895891,1.3522270793994156,0.03319834148462602,0.10349688887132824
hrs,incident_arthritis,clinical_context,plus_incident_non_target_disease,PASS_BASELINE_FREE_RISK_SET,23314,8185,2155,21159,22,22,6102,643,5459,PASS,,context_incident_non_target_disease,risk_ratio,1.0318230777218105,0.06398074128029001,0.9102165574463041,1.1696764412925067,0.6243921409132261,0.10349688887132824
hrs,incident_arthritis,clinical_context,base_same_set_fi_change,PASS_BASELINE_FREE_RISK_SET,16910,6886,1584,15326,19,19,4367,483,3884,PASS,,any_withdrawal,risk_ratio,1.330606853674339,0.08486492926677114,1.126711163428103,1.5714006007166919,0.0007633265203159002,
hrs,incident_arthritis,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,16910,6886,1584,15326,20,20,4367,483,3884,PASS,,any_withdrawal,risk_ratio,1.3215783833429329,0.08469915166062163,1.119429835732662,1.5602312602077448,0.000994894729127997,2.383583617687139
hrs,incident_arthritis,clinical_context,plus_fi_change,PASS_BASELINE_FREE_RISK_SET,16910,6886,1584,15326,20,20,4367,483,3884,PASS,,context_fi_change,risk_ratio,1.098452693578926,0.020763095146806538,1.0546485976613225,1.1440761621514723,6.109332626571077e-06,2.383583617687139
hrs,incident_arthritis,clinical_context,base_same_set_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,19,19,1836,189,1647,PASS,,any_withdrawal,risk_ratio,1.3547942603207523,0.13333783128525917,1.0432201820629141,1.759424826471927,0.022768602388766136,
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,any_withdrawal,risk_ratio,1.3333492252217025,0.13331592539064324,1.0267511346735594,1.7315005519468425,0.030928867383811412,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,context_self_rated_health_worsening,risk_ratio,1.0980386928182801,0.08599274002632089,0.9277276298841726,1.2996152449147262,0.27677235849920423,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,context_transition_hospitalization,risk_ratio,1.245902926264565,0.0958755525700263,1.0324636908629081,1.5034660447741777,0.021837278319455002,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,context_cesd_worsening,risk_ratio,1.1559461472119625,0.0875103350079373,0.9737526881524275,1.3722288128307736,0.09771703110506907,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,context_bmi_or_weight_loss,risk_ratio,0.8322779187750029,0.1915928405393157,0.5717211399186333,1.2115811113422057,0.3379498204277732,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,context_incident_non_target_disease,risk_ratio,0.9063911231306699,0.12113454956702478,0.7148348676511069,1.1492792325444494,0.41715595475033596,5.254613811670423
hrs,incident_arthritis,clinical_context,plus_joint_context,PASS_BASELINE_FREE_RISK_SET,7215,5049,643,6572,25,25,1836,189,1647,PASS,,context_fi_change,risk_ratio,1.1250216828655177,0.0378955294981378,1.044489695142284,1.2117628281101875,0.001879715533894768,5.254613811670423
