cohort,outcome_id,analysis_family,n,people,events,nonevents,parameters,matrix_rank,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,model_id,model_status,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,metric,estimate,ci_low,ci_high,bootstrap_replicates
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,5986,168,5818,844,29,815,,,,,,,M2_fried_minus_M0_routine,PASS,3729.0,112.0,3617.0,delta_brier_score,1.3076277579085471e-05,-5.5807203722072795e-06,2.908456841416188e-05,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,5986,168,5818,844,29,815,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,3729.0,112.0,3617.0,delta_c_statistic,-0.0017962156443001032,-0.009097663657387383,0.005472837793420606,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,5986,168,5818,844,29,815,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,3729.0,112.0,3617.0,delta_brier_score,1.6315030601676828e-05,-4.440456586727627e-06,3.487854062184797e-05,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,5986,168,5818,844,29,815,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,3729.0,112.0,3617.0,delta_c_statistic,-0.00021026683756442122,-0.0025875858983996415,0.002117753054157111,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,5986,168,5818,844,29,815,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,3729.0,112.0,3617.0,delta_brier_score,3.2387530225913563e-06,-3.157912486113478e-06,9.805958272911423e-06,500.0
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,2178,203,1975,221,24,197,1307.0,133.0,1174.0,122.0,13.0,109.0,M0_routine,NOT_EVALUABLE_CV_SUPPORT,,,,,,,,
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,2178,203,1975,221,24,197,1307.0,133.0,1174.0,122.0,13.0,109.0,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,,,,,,,,
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,2178,203,1975,221,24,197,1307.0,133.0,1174.0,122.0,13.0,109.0,M2_fried,NOT_EVALUABLE_CV_SUPPORT,,,,,,,,
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,2178,203,1975,221,24,197,1307.0,133.0,1174.0,122.0,13.0,109.0,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,,,,,,,,
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M0_routine,PASS,1429.0,146.0,1283.0,c_statistic,0.5268531468531469,0.5030218606814985,0.5545384372304021,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M0_routine,PASS,1429.0,146.0,1283.0,brier_score,0.08083810539913923,0.0751830205673579,0.08719413555315393,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M1b_any_withdrawal,PASS,1429.0,146.0,1283.0,c_statistic,0.5295765345765345,0.507565485221671,0.557658441143084,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M1b_any_withdrawal,PASS,1429.0,146.0,1283.0,brier_score,0.08083535984398461,0.07516891187873648,0.08717421033497531,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M2_fried,PASS,1429.0,146.0,1283.0,c_statistic,0.5263531468531468,0.5020256490962608,0.5535946854471677,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M2_fried,PASS,1429.0,146.0,1283.0,brier_score,0.0808408986362951,0.0751771506846173,0.0871738602637038,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M3b_fried_any_withdrawal,PASS,1429.0,146.0,1283.0,c_statistic,0.5292008547008547,0.5060238854238139,0.5572660749028738,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M3b_fried_any_withdrawal,PASS,1429.0,146.0,1283.0,brier_score,0.08084006143873625,0.07516498586667088,0.08716867108465584,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,1429.0,146.0,1283.0,delta_c_statistic,0.002723387723387649,-0.003068049014923449,0.008884308848543262,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M1b_any_withdrawal_minus_M0_routine,PASS,1429.0,146.0,1283.0,delta_brier_score,-2.7455551546151646e-06,-8.627630832261784e-05,7.079749120832802e-05,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M2_fried_minus_M0_routine,PASS,1429.0,146.0,1283.0,delta_c_statistic,-0.000500000000000056,-0.004665826320594105,0.0033868429156928026,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M2_fried_minus_M0_routine,PASS,1429.0,146.0,1283.0,delta_brier_score,2.7932371558653246e-06,-5.279835539465337e-05,5.909360424680985e-05,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,1429.0,146.0,1283.0,delta_c_statistic,0.0023477078477077695,-0.0041963328366782845,0.009609370695934922,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M3b_fried_any_withdrawal_minus_M0_routine,PASS,1429.0,146.0,1283.0,delta_brier_score,1.9560395970175115e-06,-9.357971676776239e-05,8.755575940968783e-05,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,1429.0,146.0,1283.0,delta_c_statistic,0.0028477078477078255,-0.0028098510695224455,0.008824682256910325,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,2178,203,1975,221,24,197,,,,,,,M3b_fried_any_withdrawal_minus_M2_fried,PASS,1429.0,146.0,1283.0,delta_brier_score,-8.371975588478131e-07,-8.601583619658147e-05,7.329717282800392e-05,500.0
