cohort,scope,core_intervals,core_people,core_loss_0_n,core_loss_1_n,core_loss_2_n,core_loss_3_n,alcohol_loss_n,activity_loss_n,work_loss_n,extended_intervals,extended_loss_0_n,extended_loss_1_n,extended_loss_2_n,extended_loss_3_n,extended_loss_4_n,work_exit_risk_n,work_exit_retirement_n,work_exit_no_retirement_n
mhas,comparable_22_30_months,0,0,0,0,0,0,0,0,0,,,,,,,,,
mhas,all_primary_wave_intervals,19137,10896,7311,9312,2253,261,3744,6210,4647,12838.0,4980.0,5883.0,1710.0,246.0,19.0,11535.0,1566.0,3081.0
