outcome_id,context_id,model_id,state_adjustment,term,k_cohorts,cohorts,cohort_estimates,n_total,not_evaluable,pooled_estimate,ci_low,ci_high,prediction_low,prediction_high,i2,tau2
incident_any_adl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,loss_1,3,elsa;hrs;share,elsa:1.2773;hrs:1.2306;share:1.1132,63818,,1.1910846023081416,1.0009106936547825,1.4173917202096082,0.7125957293954517,1.9908658883756134,0.0,4.2300630066830894e-13
incident_any_adl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,loss_2plus,3,elsa;hrs;share,elsa:1.7275;hrs:1.8285;share:1.0675,63818,,1.4757685412827448,0.690502995497124,3.1540671099794975,0.029978569246379688,72.64832319183508,64.05475219278962,0.06287864789280415
incident_any_adl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,loss_1,3,elsa;hrs;share,elsa:1.4828;hrs:1.3821;share:1.5169,63818,,1.4597061608202218,1.2846572416557993,1.658607453292514,0.9114872203599342,2.337654361292207,2.6462451887849086,0.0004921046713619754
incident_any_adl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,loss_2plus,3,elsa;hrs;share,elsa:2.0866;hrs:2.0962;share:1.8454,63818,,1.983258063390741,1.6395371905305962,2.399038319302456,1.1305277609831395,3.4791826275755233,0.0,4.2300630066830894e-13
incident_any_adl,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,context_bmi_or_weight_loss,3,elsa;hrs;share,elsa:1.1303;hrs:1.1871;share:1.2657,63818,,1.216876563941189,1.0665842998733002,1.3883464926731226,0.8244741592548469,1.7960400034946387,0.0,4.2300630066830894e-13
incident_any_adl,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,loss_1,3,elsa;hrs;share,elsa:1.4811;hrs:1.3765;share:1.5048,63818,,1.4522842523029074,1.2827380901412582,1.6442402121657993,0.9456965328105542,2.230239274769049,0.0,0.0003073434139857893
incident_any_adl,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,loss_2plus,3,elsa;hrs;share,elsa:2.0829;hrs:2.0879;share:1.8291,63818,,1.9714126940611765,1.616425423862547,2.404359615316241,1.096869361401643,3.54323691322656,0.0,4.2300630066830894e-13
incident_any_adl,cesd_worsening,base_same_set_cesd_worsening,current_state_held,loss_1,2,elsa;hrs,elsa:1.2633;hrs:1.2896,75429,,,,,,,,
incident_any_adl,cesd_worsening,base_same_set_cesd_worsening,current_state_held,loss_2plus,2,elsa;hrs,elsa:1.6990;hrs:1.6988,75429,,,,,,,,
incident_any_adl,cesd_worsening,base_same_set_cesd_worsening,unconditional,loss_1,2,elsa;hrs,elsa:1.4629;hrs:1.4490,75429,,,,,,,,
incident_any_adl,cesd_worsening,base_same_set_cesd_worsening,unconditional,loss_2plus,2,elsa;hrs,elsa:2.0828;hrs:1.9854,75429,,,,,,,,
incident_any_adl,cesd_worsening,plus_cesd_worsening,unconditional,context_cesd_worsening,2,elsa;hrs,elsa:1.3210;hrs:1.3061,75429,,,,,,,,
incident_any_adl,cesd_worsening,plus_cesd_worsening,unconditional,loss_1,2,elsa;hrs,elsa:1.4385;hrs:1.4297,75429,,,,,,,,
incident_any_adl,cesd_worsening,plus_cesd_worsening,unconditional,loss_2plus,2,elsa;hrs,elsa:2.0382;hrs:1.9340,75429,,,,,,,,
incident_any_adl,fi_change,base_same_set_fi_change,current_state_held,loss_1,2,hrs;share,hrs:1.2976;share:1.1590,61886,,,,,,,,
incident_any_adl,fi_change,base_same_set_fi_change,current_state_held,loss_2plus,2,hrs;share,hrs:1.7282;share:1.0087,61886,,,,,,,,
incident_any_adl,fi_change,base_same_set_fi_change,unconditional,loss_1,2,hrs;share,hrs:1.4590;share:1.5452,61886,,,,,,,,
incident_any_adl,fi_change,base_same_set_fi_change,unconditional,loss_2plus,2,hrs;share,hrs:2.0275;share:1.6684,61886,,,,,,,,
incident_any_adl,fi_change,plus_fi_change,unconditional,context_fi_change,2,hrs;share,hrs:0.9762;share:0.9859,61886,,,,,,,,
incident_any_adl,fi_change,plus_fi_change,unconditional,loss_1,2,hrs;share,hrs:1.4627;share:1.5479,61886,,,,,,,,
incident_any_adl,fi_change,plus_fi_change,unconditional,loss_2plus,2,hrs;share,hrs:2.0425;share:1.6739,61886,,,,,,,,
incident_any_adl,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,loss_1,3,elsa;hrs;share,elsa:1.2599;hrs:1.2888;share:1.1083,109356,,1.2360163538801265,1.0230954545559947,1.4932491589674133,0.5898786649020341,2.5899163979982998,23.987786695197524,0.0014585861753746595
incident_any_adl,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,loss_2plus,3,elsa;hrs;share,elsa:1.6682;hrs:1.7353;share:1.0373,109356,,1.4597100282415862,0.7213887296103194,2.953682638901284,0.03680585104132941,57.89170216866942,71.60433902342874,0.05706287774403307
incident_any_adl,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,loss_1,3,elsa;hrs;share,elsa:1.4693;hrs:1.4551;share:1.5276,109356,,1.4749578354189814,1.3878360494642201,1.5675487152129448,1.2322395216923105,1.7654851820335207,0.0,4.2300630066830894e-13
incident_any_adl,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,loss_2plus,3,elsa;hrs;share,elsa:2.0742;hrs:2.0409;share:1.8276,109356,,1.9923897194283697,1.7168426316757712,2.31216112696899,1.2837310962897202,3.092249463736579,0.0,4.2300630066830894e-13
incident_any_adl,incident_non_target_disease,plus_incident_non_target_disease,unconditional,context_incident_non_target_disease,3,elsa;hrs;share,elsa:0.9821;hrs:0.9516;share:0.9557,109356,,0.9589586931940398,0.9244035620665865,0.9948055297370004,0.8604633636123983,1.0687285643304412,0.0,4.2300630066830894e-13
incident_any_adl,incident_non_target_disease,plus_incident_non_target_disease,unconditional,loss_1,3,elsa;hrs;share,elsa:1.4698;hrs:1.4557;share:1.5276,109356,,1.4753964005053273,1.3890508961922388,1.5671092719433495,1.2347104554328026,1.763000004613264,0.0,4.2300630066830894e-13
incident_any_adl,incident_non_target_disease,plus_incident_non_target_disease,unconditional,loss_2plus,3,elsa;hrs;share,elsa:2.0772;hrs:2.0450;share:1.8292,109356,,1.99575490472924,1.7176335010456996,2.3189100802504927,1.2812481832243146,3.108716712266735,0.0,4.2300630066830894e-13
incident_any_adl,joint_context,base_same_set_joint_context,current_state_held,loss_1,2,hrs;share,hrs:1.2915;share:1.1561,39348,,,,,,,,
incident_any_adl,joint_context,base_same_set_joint_context,current_state_held,loss_2plus,2,hrs;share,hrs:2.0681;share:1.0071,39348,,,,,,,,
incident_any_adl,joint_context,base_same_set_joint_context,unconditional,loss_1,2,hrs;share,hrs:1.3900;share:1.5451,39348,,,,,,,,
incident_any_adl,joint_context,base_same_set_joint_context,unconditional,loss_2plus,2,hrs;share,hrs:2.2153;share:1.6759,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,context_bmi_or_weight_loss,2,hrs;share,hrs:1.1075;share:1.1400,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,context_cesd_worsening,1,hrs,hrs:1.3564,16981,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,context_fi_change,2,hrs;share,hrs:0.9433;share:0.9848,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,context_incident_non_target_disease,2,hrs;share,hrs:0.9196;share:0.9564,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,context_self_rated_health_worsening,2,hrs;share,hrs:1.0780;share:1.0707,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,context_transition_hospitalization,2,hrs;share,hrs:1.2603;share:1.2792,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,loss_1,2,hrs;share,hrs:1.3527;share:1.5278,39348,,,,,,,,
incident_any_adl,joint_context,plus_joint_context,unconditional,loss_2plus,2,hrs;share,hrs:2.1391;share:1.6573,39348,,,,,,,,
incident_any_adl,joint_context_no_fi,base_same_set_joint_context_no_fi,current_state_held,loss_1,2,hrs;share,hrs:1.2407;share:1.1166,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,base_same_set_joint_context_no_fi,current_state_held,loss_2plus,2,hrs;share,hrs:1.8243;share:1.0598,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,base_same_set_joint_context_no_fi,unconditional,loss_1,2,hrs;share,hrs:1.3925;share:1.5215,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,base_same_set_joint_context_no_fi,unconditional,loss_2plus,2,hrs;share,hrs:2.0888;share:1.8343,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,context_bmi_or_weight_loss,2,hrs;share,hrs:1.1349;share:1.2400,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,context_cesd_worsening,1,hrs,hrs:1.3769,20153,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,context_incident_non_target_disease,2,hrs;share,hrs:0.8912;share:0.9272,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,context_self_rated_health_worsening,2,hrs;share,hrs:1.0983;share:1.0808,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,context_transition_hospitalization,2,hrs;share,hrs:1.2889;share:1.2777,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,loss_1,2,hrs;share,hrs:1.3430;share:1.4962,51665,,,,,,,,
incident_any_adl,joint_context_no_fi,plus_joint_context_no_fi,unconditional,loss_2plus,2,hrs;share,hrs:1.9645;share:1.8010,51665,,,,,,,,
incident_any_adl,self_rated_health_worsening,base_same_set_self_rated_health_worsening,current_state_held,loss_1,3,elsa;hrs;share,elsa:1.1878;hrs:1.2858;share:1.1076,104113,,1.2139084418759285,1.0000556959314106,1.4734916377684533,0.5170258961055108,2.850096516165466,25.853417441501747,0.002483583508260824
incident_any_adl,self_rated_health_worsening,base_same_set_self_rated_health_worsening,current_state_held,loss_2plus,3,elsa;hrs;share,elsa:1.4752;hrs:1.7235;share:1.0335,104113,,1.4024484419258259,0.7178092802944142,2.7400894447247257,0.041055146219377336,47.9077975206882,70.24536231232125,0.05299711596680259
incident_any_adl,self_rated_health_worsening,base_same_set_self_rated_health_worsening,unconditional,loss_1,3,elsa;hrs;share,elsa:1.4324;hrs:1.4533;share:1.5296,104113,,1.4687293335529361,1.3649536901875294,1.5803949033190139,1.1829392696575871,1.8235643287615806,0.0,4.2300630066830894e-13
incident_any_adl,self_rated_health_worsening,base_same_set_self_rated_health_worsening,unconditional,loss_2plus,3,elsa;hrs;share,elsa:1.9536;hrs:2.0306;share:1.8297,104113,,1.969013321876181,1.7210802805780379,2.2526627638913785,1.323264646173764,2.9298851691808627,0.0,4.2300630066830894e-13
incident_any_adl,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,context_self_rated_health_worsening,3,elsa;hrs;share,elsa:1.1479;hrs:1.1226;share:1.0856,104113,,1.1175174267976646,1.0539646342933322,1.1849023758124542,0.9400735858199305,1.3284547274107623,0.0,4.2300630066830894e-13
incident_any_adl,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,loss_1,3,elsa;hrs;share,elsa:1.4287;hrs:1.4475;share:1.5251,104113,,1.463618166969894,1.359224423455022,1.5760297576459783,1.1763182298495927,1.8210872571091732,0.0,4.2300630066830894e-13
incident_any_adl,self_rated_health_worsening,plus_self_rated_health_worsening,unconditional,loss_2plus,3,elsa;hrs;share,elsa:1.9311;hrs:2.0170;share:1.8196,104113,,1.9553345821963015,1.7111446735797273,2.2343717555654385,1.3186653548772016,2.899396207075468,0.0,4.2300630066830894e-13
incident_any_adl,transition_hospitalization,base_same_set_transition_hospitalization,current_state_held,loss_1,2,hrs;share,hrs:1.2839;share:1.1084,86222,,,,,,,,
incident_any_adl,transition_hospitalization,base_same_set_transition_hospitalization,current_state_held,loss_2plus,2,hrs;share,hrs:1.7207;share:1.0257,86222,,,,,,,,
incident_any_adl,transition_hospitalization,base_same_set_transition_hospitalization,unconditional,loss_1,2,hrs;share,hrs:1.4540;share:1.5275,86222,,,,,,,,
incident_any_adl,transition_hospitalization,base_same_set_transition_hospitalization,unconditional,loss_2plus,2,hrs;share,hrs:2.0348;share:1.8060,86222,,,,,,,,
incident_any_adl,transition_hospitalization,plus_transition_hospitalization,unconditional,context_transition_hospitalization,2,hrs;share,hrs:1.3611;share:1.2827,86222,,,,,,,,
incident_any_adl,transition_hospitalization,plus_transition_hospitalization,unconditional,loss_1,2,hrs;share,hrs:1.4306;share:1.5178,86222,,,,,,,,
incident_any_adl,transition_hospitalization,plus_transition_hospitalization,unconditional,loss_2plus,2,hrs;share,hrs:1.9494;share:1.7924,86222,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,loss_1,2,hrs;share,hrs:1.2253;share:0.7789,51820,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,current_state_held,loss_2plus,2,hrs;share,hrs:1.2928;share:0.9335,51820,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,loss_1,2,hrs;share,hrs:1.4100;share:1.4317,51820,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,base_same_set_bmi_or_weight_loss,unconditional,loss_2plus,2,hrs;share,hrs:1.5903;share:2.8260,51820,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,context_bmi_or_weight_loss,2,hrs;share,hrs:1.4869;share:1.3375,51820,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,loss_1,2,hrs;share,hrs:1.3989;share:1.4216,51820,,,,,,,,
incident_any_iadl,bmi_or_weight_loss,plus_bmi_or_weight_loss,unconditional,loss_2plus,2,hrs;share,hrs:1.5686;share:2.7923,51820,,,,,,,,
incident_any_iadl,cesd_worsening,base_same_set_cesd_worsening,current_state_held,loss_1,2,elsa;hrs,elsa:1.1848;hrs:1.1383,75134,,,,,,,,
incident_any_iadl,cesd_worsening,base_same_set_cesd_worsening,current_state_held,loss_2plus,2,elsa;hrs,elsa:1.5932;hrs:1.3992,75134,,,,,,,,
incident_any_iadl,cesd_worsening,base_same_set_cesd_worsening,unconditional,loss_1,2,elsa;hrs,elsa:1.7205;hrs:1.4477,75134,,,,,,,,
incident_any_iadl,cesd_worsening,base_same_set_cesd_worsening,unconditional,loss_2plus,2,elsa;hrs,elsa:2.7763;hrs:2.0495,75134,,,,,,,,
incident_any_iadl,cesd_worsening,plus_cesd_worsening,unconditional,context_cesd_worsening,2,elsa;hrs,elsa:1.2169;hrs:1.2958,75134,,,,,,,,
incident_any_iadl,cesd_worsening,plus_cesd_worsening,unconditional,loss_1,2,elsa;hrs,elsa:1.7060;hrs:1.4267,75134,,,,,,,,
incident_any_iadl,cesd_worsening,plus_cesd_worsening,unconditional,loss_2plus,2,elsa;hrs,elsa:2.7462;hrs:1.9924,75134,,,,,,,,
incident_any_iadl,fi_change,base_same_set_fi_change,current_state_held,loss_1,2,hrs;share,hrs:1.0819;share:0.7953,60205,,,,,,,,
incident_any_iadl,fi_change,base_same_set_fi_change,current_state_held,loss_2plus,2,hrs;share,hrs:1.2912;share:0.8438,60205,,,,,,,,
incident_any_iadl,fi_change,base_same_set_fi_change,unconditional,loss_1,2,hrs;share,hrs:1.4379;share:1.4401,60205,,,,,,,,
incident_any_iadl,fi_change,base_same_set_fi_change,unconditional,loss_2plus,2,hrs;share,hrs:2.0488;share:2.4602,60205,,,,,,,,
incident_any_iadl,fi_change,plus_fi_change,unconditional,context_fi_change,2,hrs;share,hrs:0.9992;share:1.0601,60205,,,,,,,,
incident_any_iadl,fi_change,plus_fi_change,unconditional,loss_1,2,hrs;share,hrs:1.4380;share:1.4318,60205,,,,,,,,
incident_any_iadl,fi_change,plus_fi_change,unconditional,loss_2plus,2,hrs;share,hrs:2.0492;share:2.3963,60205,,,,,,,,
incident_any_iadl,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,loss_1,3,elsa;hrs;share,elsa:1.1576;hrs:1.1506;share:0.7841,109588,,1.0190120744637898,0.5884780182760261,1.764527434593047,0.0489283082137378,21.22259374607692,84.5004237148039,0.04081671640860812
incident_any_iadl,incident_non_target_disease,base_same_set_incident_non_target_disease,current_state_held,loss_2plus,3,elsa;hrs;share,elsa:1.5280;hrs:1.3893;share:0.9325,109588,,1.2506461460942095,0.6697237282612011,2.3354641873018327,0.06819833577722782,22.934808671131456,50.641442659413514,0.03134496335248325
incident_any_iadl,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,loss_1,3,elsa;hrs;share,elsa:1.7036;hrs:1.4519;share:1.4374,109588,,1.515008062628152,1.2076400292511222,1.9006072788524817,0.47725730619030526,4.809249434335702,68.25524843028202,0.005487255652870902
incident_any_iadl,incident_non_target_disease,base_same_set_incident_non_target_disease,unconditional,loss_2plus,3,elsa;hrs;share,elsa:2.7386;hrs:2.0090;share:2.8108,109588,,2.448267707341143,1.5083261467081137,3.9739513764256174,0.18801069538383544,31.88124353549306,70.32194455600309,0.02812987970775366
incident_any_iadl,incident_non_target_disease,plus_incident_non_target_disease,unconditional,context_incident_non_target_disease,3,elsa;hrs;share,elsa:0.9189;hrs:0.9384;share:0.9863,109588,,0.9526321230977017,0.8745883737848864,1.0376400935108303,0.7401185706334283,1.226165641514638,0.0,4.2300630066830894e-13
incident_any_iadl,incident_non_target_disease,plus_incident_non_target_disease,unconditional,loss_1,3,elsa;hrs;share,elsa:1.7063;hrs:1.4523;share:1.4372,109588,,1.5160973067379644,1.2057491988449558,1.906325996898858,0.4701641507668962,4.888826678403462,68.8459912460849,0.005657060988411358
incident_any_iadl,incident_non_target_disease,plus_incident_non_target_disease,unconditional,loss_2plus,3,elsa;hrs;share,elsa:2.7450;hrs:2.0119;share:2.8109,109588,,2.4510742400588232,1.511353327901275,3.975089622902778,0.18947108812165164,31.708082693981247,70.18931619331742,0.027965483159664566
incident_any_iadl,joint_context,base_same_set_joint_context,current_state_held,loss_1,2,hrs;share,hrs:1.1383;share:0.8055,39036,,,,,,,,
incident_any_iadl,joint_context,base_same_set_joint_context,current_state_held,loss_2plus,2,hrs;share,hrs:1.1705;share:0.8521,39036,,,,,,,,
incident_any_iadl,joint_context,base_same_set_joint_context,unconditional,loss_1,2,hrs;share,hrs:1.3995;share:1.4480,39036,,,,,,,,
incident_any_iadl,joint_context,base_same_set_joint_context,unconditional,loss_2plus,2,hrs;share,hrs:1.6412;share:2.4460,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,context_bmi_or_weight_loss,2,hrs;share,hrs:1.4437;share:1.3933,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,context_cesd_worsening,1,hrs,hrs:1.2661,15912,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,context_fi_change,2,hrs;share,hrs:0.9817;share:1.0696,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,context_incident_non_target_disease,2,hrs;share,hrs:0.8493;share:0.8752,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,context_self_rated_health_worsening,2,hrs;share,hrs:1.1222;share:1.0566,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,context_transition_hospitalization,2,hrs;share,hrs:1.3896;share:1.2391,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,loss_1,2,hrs;share,hrs:1.3459;share:1.4152,39036,,,,,,,,
incident_any_iadl,joint_context,plus_joint_context,unconditional,loss_2plus,2,hrs;share,hrs:1.5159;share:2.2879,39036,,,,,,,,
incident_any_iadl,joint_context_no_fi,base_same_set_joint_context_no_fi,current_state_held,loss_1,2,hrs;share,hrs:1.1833;share:0.7809,51566,,,,,,,,
