cohort,outcome_id,analysis_family,n,people,events,nonevents,parameters,matrix_rank,model_id,model_status,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,metric,estimate,ci_low,ci_high,bootstrap_replicates
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M3b_fried_any_withdrawal,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,brier_score,0.0276874223323074,0.024886017388105,0.0309546487977938,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_c_statistic,0.0103320568710331,-0.0019578225119108,0.0211889486944386,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_brier_score,-8.276405375297335e-06,-2.931215705240008e-05,1.5704266414275336e-05,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M2_fried_minus_M0_routine,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_c_statistic,-0.0036148948574912,-0.0083596201329299,0.0011511411576561,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M2_fried_minus_M0_routine,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_brier_score,1.010952075782348e-05,-1.3995110005053828e-06,2.145601686967361e-05,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_c_statistic,0.0066619517064401,-0.0074713276880054,0.0186791452272566,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_brier_score,2.290434878402664e-06,-2.031506583258669e-05,2.9867151203994028e-05,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_c_statistic,0.0102768465639313,-0.0018756446774486,0.0207515377455668,500.0
elsa,incident_cancer,head_to_head_cv_binary_flag,11438,6119,326,11112,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,2385.0,61.0,2324.0,delta_brier_score,-7.819085879420817e-06,-2.842675810849869e-05,1.60859868689224e-05,500.0
elsa,incident_arthritis,head_to_head_cv,7829,4306,403,7426,21,21,M0_routine,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv,7829,4306,403,7426,21,21,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv,7829,4306,403,7426,21,21,M2_fried,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv,7829,4306,403,7426,21,21,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv_binary_flag,7829,4306,403,7426,20,20,M0_routine,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv_binary_flag,7829,4306,403,7426,20,20,M1b_any_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv_binary_flag,7829,4306,403,7426,20,20,M2_fried,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
elsa,incident_arthritis,head_to_head_cv_binary_flag,7829,4306,403,7426,20,20,M3b_fried_any_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,
hrs,incident_diabetes,head_to_head_cv,12751,7972,398,12353,23,23,M0_routine,NOT_EVALUABLE_CV_SUPPORT,5509.0,201.0,5308.0,680.0,23.0,657.0,3050.0,111.0,2939.0,290.0,11.0,279.0,,,,,,,,
hrs,incident_diabetes,head_to_head_cv,12751,7972,398,12353,23,23,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,5509.0,201.0,5308.0,680.0,23.0,657.0,3050.0,111.0,2939.0,290.0,11.0,279.0,,,,,,,,
hrs,incident_diabetes,head_to_head_cv,12751,7972,398,12353,23,23,M2_fried,NOT_EVALUABLE_CV_SUPPORT,5509.0,201.0,5308.0,680.0,23.0,657.0,3050.0,111.0,2939.0,290.0,11.0,279.0,,,,,,,,
hrs,incident_diabetes,head_to_head_cv,12751,7972,398,12353,23,23,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,5509.0,201.0,5308.0,680.0,23.0,657.0,3050.0,111.0,2939.0,290.0,11.0,279.0,,,,,,,,
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,c_statistic,0.6137184343151848,0.586114293939302,0.6392025849894857,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,brier_score,0.0301265701115905,0.027146823277813,0.0327937781737204,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M1b_any_withdrawal,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,c_statistic,0.6143093025233022,0.5864916492927641,0.6397821744926312,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M1b_any_withdrawal,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,brier_score,0.0301272163276224,0.0271530810357327,0.0327927025628611,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M2_fried,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,c_statistic,0.6175390430660548,0.5902630849203339,0.6433627294700509,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M2_fried,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,brier_score,0.0301159784934836,0.0271404643004212,0.032787474939202,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M3b_fried_any_withdrawal,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,c_statistic,0.6177227105331563,0.5911643603456701,0.6433554557034791,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M3b_fried_any_withdrawal,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,brier_score,0.0301157947765899,0.0271478140553284,0.0327891154469898,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_c_statistic,0.0005908682081173,-0.0031982726788654,0.0046620722701527,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_brier_score,6.462160318763954e-07,-1.6321800553441895e-05,1.8357629228759816e-05,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M2_fried_minus_M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_c_statistic,0.0038206087508699,-0.0031424917170122,0.0111018034465976,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M2_fried_minus_M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_brier_score,-1.0591618106847722e-05,-3.920408968609403e-05,1.935401309429644e-05,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_c_statistic,0.0040042762179715,-0.0039374861237162,0.0123211171047269,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_brier_score,-1.077533500059083e-05,-4.373361899184646e-05,2.421074817026925e-05,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_c_statistic,0.0001836674671015,-0.003272002082588,0.0039599136968452,500.0
hrs,incident_diabetes,head_to_head_cv_binary_flag,12751,7972,398,12353,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,3340.0,122.0,3218.0,delta_brier_score,-1.8371689374310773e-07,-1.716275273280412e-05,1.7463699232217373e-05,500.0
hrs,incident_stroke,head_to_head_cv,15075,9366,292,14783,23,23,M0_routine,NOT_EVALUABLE_CV_SUPPORT,6692.0,151.0,6541.0,864.0,32.0,832.0,3741.0,75.0,3666.0,393.0,11.0,382.0,,,,,,,,
hrs,incident_stroke,head_to_head_cv,15075,9366,292,14783,23,23,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,6692.0,151.0,6541.0,864.0,32.0,832.0,3741.0,75.0,3666.0,393.0,11.0,382.0,,,,,,,,
hrs,incident_stroke,head_to_head_cv,15075,9366,292,14783,23,23,M2_fried,NOT_EVALUABLE_CV_SUPPORT,6692.0,151.0,6541.0,864.0,32.0,832.0,3741.0,75.0,3666.0,393.0,11.0,382.0,,,,,,,,
hrs,incident_stroke,head_to_head_cv,15075,9366,292,14783,23,23,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,6692.0,151.0,6541.0,864.0,32.0,832.0,3741.0,75.0,3666.0,393.0,11.0,382.0,,,,,,,,
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,c_statistic,0.6523406189449377,0.6213213873281591,0.6855540705675557,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,brier_score,0.0189056815409768,0.0169243860481805,0.0211406955449675,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M1b_any_withdrawal,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,c_statistic,0.651409338197615,0.6190154235272092,0.6828398636335075,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M1b_any_withdrawal,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,brier_score,0.0188964158190235,0.0169198226674857,0.0211240584194474,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M2_fried,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,c_statistic,0.6508792958220244,0.6209839317757925,0.682575779909203,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M2_fried,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,brier_score,0.0189052150196609,0.0169265114032125,0.0211453341738537,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M3b_fried_any_withdrawal,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,c_statistic,0.6502572836810887,0.6195951501199767,0.6821265755744679,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M3b_fried_any_withdrawal,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,brier_score,0.0188964751157095,0.016921831276529,0.021128672215808,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_c_statistic,-0.0009312807473226,-0.0059138801495363,0.0038088991263925,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_brier_score,-9.265721953231191e-06,-2.2508097846179152e-05,4.92055464158466e-06,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M2_fried_minus_M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_c_statistic,-0.0014613231229132,-0.0073822877751481,0.0049783319955871,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M2_fried_minus_M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_brier_score,-4.665213158804027e-07,-2.0527199556657008e-05,1.830577187259088e-05,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_c_statistic,-0.0020833352638489,-0.009980422130768,0.0052259316068456,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_brier_score,-9.206425267291318e-06,-3.5085476720283536e-05,1.541172227754451e-05,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_c_statistic,-0.0006220121409357,-0.0054600523359138,0.0041800485631472,500.0
hrs,incident_stroke,head_to_head_cv_binary_flag,15075,9366,292,14783,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,4134.0,86.0,4048.0,delta_brier_score,-8.739903951410916e-06,-2.2380666877013388e-05,5.316295632820221e-06,500.0
hrs,incident_heart_disease,head_to_head_cv,11802,7552,599,11203,23,23,M0_routine,NOT_EVALUABLE_CV_SUPPORT,5115.0,287.0,4828.0,607.0,48.0,559.0,2913.0,163.0,2750.0,303.0,15.0,288.0,,,,,,,,
hrs,incident_heart_disease,head_to_head_cv,11802,7552,599,11203,23,23,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,5115.0,287.0,4828.0,607.0,48.0,559.0,2913.0,163.0,2750.0,303.0,15.0,288.0,,,,,,,,
hrs,incident_heart_disease,head_to_head_cv,11802,7552,599,11203,23,23,M2_fried,NOT_EVALUABLE_CV_SUPPORT,5115.0,287.0,4828.0,607.0,48.0,559.0,2913.0,163.0,2750.0,303.0,15.0,288.0,,,,,,,,
hrs,incident_heart_disease,head_to_head_cv,11802,7552,599,11203,23,23,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,5115.0,287.0,4828.0,607.0,48.0,559.0,2913.0,163.0,2750.0,303.0,15.0,288.0,,,,,,,,
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,c_statistic,0.6046169960735237,0.5826120076083241,0.6278084591071739,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,brier_score,0.047939762234276,0.0445963228851339,0.0518526238585046,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M1b_any_withdrawal,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,c_statistic,0.6028491950865177,0.5798746024164043,0.625875492693793,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M1b_any_withdrawal,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,brier_score,0.0479510412744848,0.0446065139819415,0.0518524003668692,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M2_fried,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,c_statistic,0.6050366308690568,0.5819446840799796,0.628442676023645,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M2_fried,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,brier_score,0.0479331370351225,0.0445839842982132,0.051866846626633,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M3b_fried_any_withdrawal,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,c_statistic,0.6033256057545998,0.5806695326384352,0.6261017579084379,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M3b_fried_any_withdrawal,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,brier_score,0.0479449427166561,0.0445951356772852,0.0518678722190226,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_c_statistic,-0.001767800987006,-0.0039938941310693,0.0004166370395248,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_brier_score,1.1279040208839186e-05,-9.76584490050801e-06,3.048861115215669e-05,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M2_fried_minus_M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_c_statistic,0.000419634795533,-0.00378868405948,0.0044556767955876,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M2_fried_minus_M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_brier_score,-6.625199153488526e-06,-4.535827541266666e-05,3.918927056303419e-05,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_c_statistic,-0.0012913903189238,-0.0058707648098907,0.0033028447887266,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_brier_score,5.180482380101603e-06,-4.081364935648156e-05,5.319097881133991e-05,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_c_statistic,-0.0017110251144569,-0.0038420015849048,0.0004861501508751,500.0
hrs,incident_heart_disease,head_to_head_cv_binary_flag,11802,7552,599,11203,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,3216.0,178.0,3038.0,delta_brier_score,1.1805681533590129e-05,-9.336880065263786e-06,3.097027212980406e-05,500.0
hrs,incident_hypertension,head_to_head_cv,6009,3956,593,5416,23,23,M0_routine,NOT_EVALUABLE_CV_SUPPORT,2384.0,267.0,2117.0,242.0,29.0,213.0,1358.0,150.0,1208.0,124.0,11.0,113.0,,,,,,,,
hrs,incident_hypertension,head_to_head_cv,6009,3956,593,5416,23,23,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2384.0,267.0,2117.0,242.0,29.0,213.0,1358.0,150.0,1208.0,124.0,11.0,113.0,,,,,,,,
hrs,incident_hypertension,head_to_head_cv,6009,3956,593,5416,23,23,M2_fried,NOT_EVALUABLE_CV_SUPPORT,2384.0,267.0,2117.0,242.0,29.0,213.0,1358.0,150.0,1208.0,124.0,11.0,113.0,,,,,,,,
hrs,incident_hypertension,head_to_head_cv,6009,3956,593,5416,23,23,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2384.0,267.0,2117.0,242.0,29.0,213.0,1358.0,150.0,1208.0,124.0,11.0,113.0,,,,,,,,
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,c_statistic,0.5694812198445179,0.5452130172361691,0.5940607985665904,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,brier_score,0.0886466506817923,0.083396480618273,0.0944082390510143,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M1b_any_withdrawal,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,c_statistic,0.5708256841885015,0.5461877836820382,0.5928657231625775,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M1b_any_withdrawal,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,brier_score,0.0886418121288775,0.0833862243553636,0.094385159517259,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M2_fried,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,c_statistic,0.569662744326348,0.5466454694093912,0.5934837129456678,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M2_fried,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,brier_score,0.0886427507904756,0.0834142395518264,0.0944417817269502,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M3b_fried_any_withdrawal,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,c_statistic,0.5705096509997235,0.5461886555952693,0.5939241724910331,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M3b_fried_any_withdrawal,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,brier_score,0.0886279799318118,0.0833879025749068,0.0944022000705488,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_c_statistic,0.0013444643439836,-0.0031175407495219,0.0062943481209298,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_brier_score,-4.838552914832039e-06,-0.0001123633968971,9.966935079225163e-05,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M2_fried_minus_M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_c_statistic,0.00018152448183,-0.0049215064237567,0.0052311134759762,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M2_fried_minus_M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_brier_score,-3.899891316730408e-06,-0.0001020996929422,9.251347775824577e-05,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_c_statistic,0.0010284311552055,-0.0058709745357235,0.008672745222019,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_brier_score,-1.8670749980506662e-05,-0.0001701003266666,0.0001317496259889,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_c_statistic,0.0008469066733755,-0.0036947762541583,0.0055141545634523,500.0
hrs,incident_hypertension,head_to_head_cv_binary_flag,6009,3956,593,5416,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,1482.0,161.0,1321.0,delta_brier_score,-1.4770858663776254e-05,-0.0001266967118642,8.858517212762088e-05,500.0
