cohort,outcome_id,analysis_family,n,people,events,nonevents,parameters,matrix_rank,model_id,model_status,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,metric,estimate,ci_low,ci_high,bootstrap_replicates
hrs,incident_cancer,head_to_head_cv,13372,8458,414,12958,23,23,M0_routine,NOT_EVALUABLE_CV_SUPPORT,5986.0,168.0,5818.0,844.0,29.0,815.0,3373.0,101.0,3272.0,356.0,11.0,345.0,,,,,,,,
hrs,incident_cancer,head_to_head_cv,13372,8458,414,12958,23,23,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,5986.0,168.0,5818.0,844.0,29.0,815.0,3373.0,101.0,3272.0,356.0,11.0,345.0,,,,,,,,
hrs,incident_cancer,head_to_head_cv,13372,8458,414,12958,23,23,M2_fried,NOT_EVALUABLE_CV_SUPPORT,5986.0,168.0,5818.0,844.0,29.0,815.0,3373.0,101.0,3272.0,356.0,11.0,345.0,,,,,,,,
hrs,incident_cancer,head_to_head_cv,13372,8458,414,12958,23,23,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,5986.0,168.0,5818.0,844.0,29.0,815.0,3373.0,101.0,3272.0,356.0,11.0,345.0,,,,,,,,
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,c_statistic,0.5613654817906681,0.5353677476852049,0.5908067145023697,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,brier_score,0.0300041500735424,0.0271744466020219,0.0329578024312411,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M1b_any_withdrawal,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,c_statistic,0.5610062759431623,0.5347146161749379,0.5898617903925275,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M1b_any_withdrawal,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,brier_score,0.0300079780608832,0.0271767889720337,0.0329647436538428,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M2_fried,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,c_statistic,0.5597795329839325,0.5336095562470312,0.5891471996724965,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M2_fried,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,brier_score,0.0300172263511215,0.0271915518683697,0.0329671776612534,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M3b_fried_any_withdrawal,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,c_statistic,0.559569266146368,0.5329013115484561,0.5891712147684073,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M3b_fried_any_withdrawal,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,brier_score,0.0300204651041441,0.0271931335457068,0.0329732553438304,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_c_statistic,-0.0003592058475058,-0.0027350179499668,0.0019930946621709,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_brier_score,3.8279873408320064e-06,-2.8325463087621253e-06,1.0660126028670143e-05,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M2_fried_minus_M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_c_statistic,-0.0015859488067356,-0.0082438975269937,0.0054979232167246,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M2_fried_minus_M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_brier_score,1.3076277579085471e-05,-5.58072037220728e-06,2.908456841416188e-05,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_c_statistic,-0.0017962156443001,-0.0090976636573873,0.0054728377934206,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_brier_score,1.6315030601676828e-05,-4.440456586727627e-06,3.487854062184797e-05,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_c_statistic,-0.0002102668375644,-0.0025875858983996,0.0021177530541571,500.0
hrs,incident_cancer,head_to_head_cv_binary_flag,13372,8458,414,12958,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,3729.0,112.0,3617.0,delta_brier_score,3.2387530225913563e-06,-3.157912486113478e-06,9.805958272911424e-06,500.0
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,M0_routine,NOT_EVALUABLE_CV_SUPPORT,2178.0,203.0,1975.0,221.0,24.0,197.0,1307.0,133.0,1174.0,122.0,13.0,109.0,,,,,,,,
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,M1_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2178.0,203.0,1975.0,221.0,24.0,197.0,1307.0,133.0,1174.0,122.0,13.0,109.0,,,,,,,,
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,M2_fried,NOT_EVALUABLE_CV_SUPPORT,2178.0,203.0,1975.0,221.0,24.0,197.0,1307.0,133.0,1174.0,122.0,13.0,109.0,,,,,,,,
hrs,incident_arthritis,head_to_head_cv,5648,3773,500,5148,23,23,M3_fried_withdrawal,NOT_EVALUABLE_CV_SUPPORT,2178.0,203.0,1975.0,221.0,24.0,197.0,1307.0,133.0,1174.0,122.0,13.0,109.0,,,,,,,,
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,c_statistic,0.5268531468531469,0.5030218606814985,0.5545384372304021,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,brier_score,0.0808381053991392,0.0751830205673579,0.0871941355531539,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M1b_any_withdrawal,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,c_statistic,0.5295765345765345,0.507565485221671,0.557658441143084,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M1b_any_withdrawal,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,brier_score,0.0808353598439846,0.0751689118787364,0.0871742103349753,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M2_fried,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,c_statistic,0.5263531468531468,0.5020256490962608,0.5535946854471677,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M2_fried,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,brier_score,0.0808408986362951,0.0751771506846173,0.0871738602637038,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M3b_fried_any_withdrawal,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,c_statistic,0.5292008547008547,0.5060238854238139,0.5572660749028738,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M3b_fried_any_withdrawal,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,brier_score,0.0808400614387362,0.0751649858666708,0.0871686710846558,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_c_statistic,0.0027233877233876,-0.0030680490149234,0.0088843088485432,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M1b_any_withdrawal_minus_M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_brier_score,-2.7455551546151646e-06,-8.627630832261784e-05,7.079749120832802e-05,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M2_fried_minus_M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_c_statistic,-0.0005,-0.0046658263205941,0.0033868429156928,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M2_fried_minus_M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_brier_score,2.7932371558653246e-06,-5.279835539465337e-05,5.909360424680985e-05,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_c_statistic,0.0023477078477077,-0.0041963328366782,0.0096093706959349,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M3b_fried_any_withdrawal_minus_M0_routine,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_brier_score,1.9560395970175115e-06,-9.35797167677624e-05,8.755575940968783e-05,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_c_statistic,0.0028477078477078,-0.0028098510695224,0.0088246822569103,500.0
hrs,incident_arthritis,head_to_head_cv_binary_flag,5648,3773,500,5148,22,22,M3b_fried_any_withdrawal_minus_M2_fried,PASS,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,1429.0,146.0,1283.0,delta_brier_score,-8.371975588478131e-07,-8.601583619658147e-05,7.329717282800392e-05,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,c_statistic,0.6491027998673301,0.6296353003971346,0.6670692931082226,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,brier_score,0.0282416645204845,0.0264541446035861,0.0300968494320812,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M1_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,c_statistic,0.6483676202179086,0.6288267123224959,0.6664132804254314,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M1_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,brier_score,0.02824119009079,0.0264463436440617,0.03009587136327,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,c_statistic,0.6522227411448446,0.6319879900330991,0.6699182656511778,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,brier_score,0.0282373507316408,0.0264334599907291,0.0300645220028538,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M3_fried_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,c_statistic,0.6515905361236409,0.6314629666171813,0.6696663683625586,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M3_fried_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,brier_score,0.0282363480309645,0.0264245500604168,0.0300628652367161,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M1_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_c_statistic,-0.0007351796494214,-0.0014771972306027,-3.4752309552688125e-05,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M1_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_brier_score,-4.744296945476123e-07,-6.753916939529307e-06,5.409474525653026e-06,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M2_fried_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_c_statistic,0.0031199412775144,-0.0004007016565789,0.0066406892428242,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M2_fried_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_brier_score,-4.313788843735705e-06,-3.4245223111513485e-05,2.287622056568701e-05,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_c_statistic,0.0024877362563108,-0.0013571612114479,0.0062219166608562,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_brier_score,-5.316489519981843e-06,-3.690131885744794e-05,2.4954458249531662e-05,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_c_statistic,-0.0006322050212036,-0.0014041350503344,0.0001336658686994,500.0
share,incident_diabetes,head_to_head_cv,28199,19990,827,27372,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,delta_brier_score,-1.0027006762461377e-06,-7.932297847662324e-06,5.466563138942485e-06,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,c_statistic,0.6491027998673301,0.6296353003971346,0.6670692931082226,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,brier_score,0.0282416645204845,0.0264541446035861,0.0300968494320812,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M1b_any_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,c_statistic,0.6488070404782617,0.6291744079143528,0.6668405322184706,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M1b_any_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,brier_score,0.0282439374319424,0.0264554223858907,0.0300994997852979,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,c_statistic,0.6522227411448446,0.6319879900330991,0.6699182656511778,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,brier_score,0.0282373507316408,0.0264334599907291,0.0300645220028538,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M3b_fried_any_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,c_statistic,0.6519525597522319,0.6319044808593705,0.6696972940867303,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M3b_fried_any_withdrawal,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,brier_score,0.0282396801520007,0.0264346879001885,0.0300665447528122,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_c_statistic,-0.0002957593890684,-0.0007354342598941,0.0001545329249343,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M1b_any_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_brier_score,2.2729114579136955e-06,-2.685429220247553e-07,4.5210708525545046e-06,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M2_fried_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_c_statistic,0.0031199412775144,-0.0004007016565789,0.0066406892428242,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M2_fried_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_brier_score,-4.313788843735705e-06,-3.4245223111513485e-05,2.287622056568701e-05,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_c_statistic,0.0028497598849017,-0.0007744485052793,0.0064139792364997,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M3b_fried_any_withdrawal_minus_M0_routine,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_brier_score,-1.9843684838198594e-06,-3.2180237989860946e-05,2.4803495567251948e-05,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_c_statistic,-0.0002701813926127,-0.0006937058845219,0.0001548858093895,500.0
share,incident_diabetes,head_to_head_cv_binary_flag,28199,19990,827,27372,20,20,M3b_fried_any_withdrawal_minus_M2_fried,PASS,11912.0,366.0,11546.0,2033.0,129.0,1904.0,,,,,,,7312.0,260.0,7052.0,delta_brier_score,2.329420359915846e-06,-1.740814632230671e-07,4.623769622451225e-06,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,c_statistic,0.6567511943479671,0.6372687512514768,0.6745086910888985,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,brier_score,0.0207543204788872,0.0192230018854215,0.022482737087608,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M1_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,c_statistic,0.6554670108127755,0.6352467017604603,0.6727570399749808,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M1_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,brier_score,0.0207547446591024,0.0192241719443504,0.0224832954604295,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,c_statistic,0.6629979485179041,0.643498953496577,0.6814101783440398,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,brier_score,0.0207391264951735,0.0192086203393254,0.0224707016264872,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M3_fried_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,c_statistic,0.6617342288886905,0.6422367187086054,0.680076603271516,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M3_fried_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,brier_score,0.0207398262168804,0.0192107331730895,0.022471961776249,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M1_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_c_statistic,-0.0012841835351916,-0.002237130012476,-0.0003132283758438,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M1_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_brier_score,4.24180215119474e-07,-3.349531101985801e-06,3.980079118589846e-06,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M2_fried_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_c_statistic,0.0062467541699369,-0.0003578586685454,0.0130660674632189,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M2_fried_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_brier_score,-1.5193983713749498e-05,-3.661232828179951e-05,4.774374143381998e-06,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_c_statistic,0.0049830345407233,-0.0017520153128164,0.0117506472319196,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M3_fried_withdrawal_minus_M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_brier_score,-1.4494262006808922e-05,-3.777759343751652e-05,5.686410460349095e-06,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_c_statistic,-0.0012637196292135,-0.0021744927243102,-0.0003512870623201,500.0
share,incident_stroke,head_to_head_cv,31291,22245,667,30624,21,21,M3_fried_withdrawal_minus_M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,7426.0,190.0,7236.0,792.0,25.0,767.0,,,,delta_brier_score,6.997217069405759e-07,-3.35409166934697e-06,4.535790661515208e-06,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,c_statistic,0.6567511943479671,0.6372687512514768,0.6745086910888985,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M0_routine,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,brier_score,0.0207543204788872,0.0192230018854215,0.022482737087608,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M1b_any_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,c_statistic,0.6555061761830684,0.6354516730295603,0.6727204353183317,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M1b_any_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,brier_score,0.020755240190964,0.0192241487035428,0.0224841534908599,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,c_statistic,0.6629979485179041,0.643498953496577,0.6814101783440398,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M2_fried,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,brier_score,0.0207391264951735,0.0192086203393254,0.0224707016264872,500.0
share,incident_stroke,head_to_head_cv_binary_flag,31291,22245,667,30624,20,20,M3b_fried_any_withdrawal,PASS,13420.0,333.0,13087.0,2354.0,109.0,2245.0,,,,,,,8218.0,215.0,8003.0,c_statistic,0.6618078108281282,0.6423429352712859,0.6800568718517057,500.0
