analysis_family,model_id,outcome_id,term,k_cohorts,cohorts,pooled_rr,ci_low,ci_high,prediction_low,prediction_high,i2,tau2_log_scale,direction_above_one,cohort_estimates
frailty_head_to_head,nonfrail_any_withdrawal,incident_heart_disease,any_withdrawal,3,elsa;hrs;share,1.057575378200485,0.8832685115229255,1.2662804866070094,0.6213313810744455,1.800111365116916,0.0,4.958820569367728e-13,1.0,elsa:1.1016;hrs:1.1443;share:1.0057
frailty_head_to_head,nonfrail_any_withdrawal,incident_hypertension,any_withdrawal,3,elsa;hrs;share,0.9663814524208789,0.42887652244502084,2.1775337718627545,0.014925484430735856,62.57037189760707,0.7130211298324385,0.07208164659057309,0.3333333333333333,elsa:0.6458;hrs:1.2924;share:0.9803
specificity,any_withdrawal,incident_arthritis,any_withdrawal,4,elsa;hrs;klosa;share,1.1410878446362422,1.078729998779236,1.2070503931939491,1.0576009767857135,1.2311651537368113,0.0,6.04316129717034e-13,0.75,elsa:1.1341;hrs:1.1703;klosa:0.9933;share:1.1297
specificity,any_withdrawal,incident_cancer,any_withdrawal,4,elsa;hrs;klosa;share,0.9745476452598546,0.7230438072099338,1.3135346757845503,0.4550551100987892,2.0870947096393335,0.5307156447328335,0.02252993569193125,0.25,elsa:0.8242;hrs:1.2009;klosa:0.8497;share:0.9017
specificity,any_withdrawal,incident_diabetes,any_withdrawal,4,elsa;hrs;klosa;share,1.0510393277357744,0.9081946178956938,1.2163512607097848,0.8626772024788725,1.2805295715164364,0.0,4.2300630066830894e-13,0.5,elsa:0.9875;hrs:1.0779;klosa:1.2207;share:0.9465
specificity,any_withdrawal,incident_heart_disease,any_withdrawal,4,elsa;hrs;klosa;share,0.9619115224113552,0.8659515444591172,1.0685052562908324,0.8345031511540192,1.1087720587611765,0.0,5.2893637441801e-13,0.5,elsa:1.0218;hrs:0.9387;klosa:1.1880;share:0.9389
specificity,any_withdrawal,incident_hypertension,any_withdrawal,4,elsa;hrs;klosa;share,1.0669590165836182,0.8920566730517012,1.2761538335615403,0.7475978886093364,1.522745797458991,0.23547883547134857,0.003669450337692105,0.5,elsa:0.9700;hrs:1.1388;klosa:1.2297;share:0.9617
specificity,any_withdrawal,incident_stroke,any_withdrawal,4,elsa;hrs;klosa;share,1.0092029872845452,0.801317911599258,1.271019472797459,0.7388294158126689,1.3785193818031323,0.0,6.332939553593344e-13,0.75,elsa:0.6932;hrs:1.0072;klosa:1.1312;share:1.0905
specificity,domain_specific_current_adjusted,incident_arthritis,activity_loss,3,elsa;hrs;share,1.0601733648313816,0.8378224635807187,1.3415342896086084,0.5290486338212906,2.1245070710787677,0.0,4.2300630066830894e-13,0.6666666666666666,elsa:1.1068;hrs:1.1192;share:0.9443
specificity,domain_specific_current_adjusted,incident_arthritis,alcohol_loss,3,elsa;hrs;share,1.1848770104193473,1.0083684084341158,1.3922823425224546,0.7358613865417996,1.907877700198557,0.0,5.072997236304592e-13,1.0,elsa:1.3594;hrs:1.2321;share:1.1341
specificity,domain_specific_current_adjusted,incident_arthritis,work_loss,3,elsa;hrs;share,1.0400049417668873,0.9279229986096293,1.1656250362586091,0.7426551374286722,1.4564098790785367,0.0,4.2300630066830894e-13,0.6666666666666666,elsa:0.9631;hrs:1.0231;share:1.0765
specificity,domain_specific_current_adjusted,incident_cancer,activity_loss,3,elsa;hrs;share,0.9835512764719139,0.7315622042701025,1.3223388357176038,0.4103810879593342,2.357255589578706,0.0,4.2300630066830894e-13,0.3333333333333333,elsa:0.8434;hrs:1.0586;share:0.9017
specificity,domain_specific_current_adjusted,incident_cancer,alcohol_loss,3,elsa;hrs;share,1.0704039112019728,0.901923872921391,1.2703561437012125,0.6455083781910962,1.774980111532013,0.0,3.771407593625074e-13,1.0,elsa:1.2415;hrs:1.0770;share:1.0148
specificity,domain_specific_current_adjusted,incident_cancer,work_loss,3,elsa;hrs;share,1.009490791614521,0.5556280446679791,1.8340896722797144,0.04806303599295764,21.202814955422927,0.6202455458152657,0.03816016429119872,0.3333333333333333,elsa:0.8066;hrs:1.2607;share:0.8960
specificity,domain_specific_current_adjusted,incident_diabetes,activity_loss,4,elsa;hrs;klosa;share,1.0922558078829476,0.8662567163410562,1.3772161616168321,0.7983779095011925,1.494308316470583,0.0,4.2300630066830894e-13,0.75,elsa:1.1299;hrs:1.1166;klosa:1.2996;share:0.8479
specificity,domain_specific_current_adjusted,incident_diabetes,alcohol_loss,4,elsa;hrs;klosa;share,1.159390363351576,0.8098978696456233,1.6596981730803388,0.6014347862413398,2.2349655280715894,0.3778850279669655,0.010561855997940283,0.75,elsa:1.8703;hrs:1.1348;klosa:1.3453;share:0.9647
