cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,warnings,term,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,withdrawal_only_n,withdrawal_only_events,withdrawal_only_nonevents,frailty_only_n,frailty_only_events,frailty_only_nonevents,both_n,both_events,both_nonevents
elsa,incident_heart_disease,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,10502,5640,390,10112,20,20,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1990.0,88.0,1902.0,136.0,3.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,6850,4081,309,6541,18,18,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1251.0,76.0,1175.0,99.0,2.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,10084,5465,354,9730,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1838.0,77.0,1761.0,121.0,2.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_heart_disease,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,10084,5465,354,9730,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1015808134889062,0.2341317167953309,0.6961824715609096,1.7430491835368076,0.6794506199573567,1959.0,79.0,1880.0,,,,,,,,,
elsa,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,10502,5640,390,10112,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.134785716357641,0.2236262862385937,0.7320872119747767,1.7589961974280353,0.5717848942688257,,,,1959.0,79.0,1880.0,251.0,24.0,227.0,167.0,12.0,155.0
elsa,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,10502,5640,390,10112,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.6946334047553016,0.221786559680084,1.0972123849900408,2.6173441129527646,0.0173944851728981,,,,1959.0,79.0,1880.0,251.0,24.0,227.0,167.0,12.0,155.0
elsa,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,10502,5640,390,10112,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,1.234211000942836,0.3520100678059573,0.6190958604925566,2.4604861574044263,0.5499728565467301,,,,1959.0,79.0,1880.0,251.0,24.0,227.0,167.0,12.0,155.0
elsa,incident_hypertension,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1342.0,74.0,1268.0,80.0,11.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,19,19,NOT_EVALUABLE_FRAIL_EVENTS,,,,,,,,,2557.0,159.0,2398.0,255.0,12.0,243.0,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,21,21,NOT_EVALUABLE_FRAIL_EVENTS,,,,,,,,,2557.0,159.0,2398.0,255.0,12.0,243.0,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.6417383411663038,0.2176869949824122,0.4188538206274611,0.9832263148655132,0.0415827773556084,1422.0,85.0,1337.0,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,20,20,NOT_EVALUABLE_FRAIL_EVENTS,,,,,,,,,2557.0,159.0,2398.0,255.0,12.0,243.0,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,20,20,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1342.0,74.0,1268.0,80.0,11.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,4783,2865,233,4550,18,18,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,846.0,36.0,810.0,57.0,6.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,6963,3850,406,6557,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1246.0,67.0,1179.0,74.0,10.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6963,3850,406,6557,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.6457910313767364,0.2239513532545871,0.4163554672362455,1.0016586523409132,0.0508713025320737,1320.0,77.0,1243.0,,,,,,,,,
elsa,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,7218,3959,418,6800,20,20,NOT_EVALUABLE_FRAILTY_ONLY_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,1320.0,77.0,1243.0,153.0,4.0,149.0,,,
elsa,incident_cancer,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2230.0,54.0,2176.0,155.0,7.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,19,19,PASS,,prefrail,,,,,,,4346.0,128.0,4218.0,558.0,23.0,535.0,risk_ratio,0.9831591865977068,0.1288291436812311,0.7637729543521679,1.2655619457111258,0.8951145429509609,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,19,19,PASS,,frail,,,,,,,4346.0,128.0,4218.0,558.0,23.0,535.0,risk_ratio,1.160371932327053,0.259541196746661,0.6977106434615619,1.9298301293673723,0.5665834431377939,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2230.0,54.0,2176.0,155.0,7.0,148.0,4346.0,128.0,4218.0,558.0,23.0,535.0,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.5622642269913984,0.25097179156794,0.3438055450701585,0.919534502824036,0.0217781210139154,2385.0,61.0,2324.0,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,PASS,,prefrail,,,,,,,4346.0,128.0,4218.0,558.0,23.0,535.0,risk_ratio,0.99221392217974,0.1290668662720417,0.7704481217811129,1.2778127943142683,0.9517080373550492,2385.0,61.0,2324.0,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,PASS,,frail,,,,,,,4346.0,128.0,4218.0,558.0,23.0,535.0,risk_ratio,1.145130304090178,0.2632751018863957,0.6835255212213867,1.9184703023267795,0.60673416752293,2385.0,61.0,2324.0,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,PASS,,any_withdrawal,,,,,,,4346.0,128.0,4218.0,558.0,23.0,535.0,risk_ratio,0.5655947728111624,0.2517857139908361,0.3452907934070216,0.9264580844303656,0.0236145601231553,2385.0,61.0,2324.0,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2230.0,54.0,2176.0,155.0,7.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,7471,4450,221,7250,18,18,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1384.0,47.0,1337.0,109.0,4.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,10880,5876,303,10577,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2026.0,43.0,1983.0,136.0,7.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,10880,5876,303,10577,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.4931836851469822,0.2779076799592337,0.2860574450323854,0.850284275130895,0.0109730645821021,2162.0,50.0,2112.0,,,,,,,,,
elsa,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.5258712296787733,0.2604757126241571,0.3156182320151331,0.8761868680343083,0.0136096575843968,,,,2162.0,50.0,2112.0,335.0,12.0,323.0,223.0,11.0,212.0
elsa,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,0.9005887596375629,0.326503979113439,0.4749040040850353,1.707840125602094,0.7484453468658487,,,,2162.0,50.0,2112.0,335.0,12.0,323.0,223.0,11.0,212.0
elsa,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11438,6119,326,11112,20,20,PASS,,both,,,,,,,,,,,,,risk_ratio,0.8799367426859525,0.3979827536414663,0.4033554398522632,1.9196187645624967,0.7479194674009433,,,,2162.0,50.0,2112.0,335.0,12.0,323.0,223.0,11.0,212.0
elsa,incident_arthritis,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1412.0,76.0,1336.0,96.0,5.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,19,19,NOT_EVALUABLE_FRAIL_EVENTS,,,,,,,,,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,21,21,NOT_EVALUABLE_FRAIL_EVENTS,,,,,,,,,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.9714665401028156,0.2103170281791329,0.6432883227709422,1.4670672622723455,0.8905233758385062,1508.0,81.0,1427.0,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,20,20,NOT_EVALUABLE_FRAIL_EVENTS,,,,,,,,,2593.0,182.0,2411.0,207.0,18.0,189.0,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,20,20,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1412.0,76.0,1336.0,96.0,5.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,5077,3045,273,4804,18,18,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,874.0,56.0,818.0,65.0,2.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,7622,4223,385,7237,19,19,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1336.0,68.0,1268.0,87.0,5.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,7622,4223,385,7237,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.983207528294318,0.217386161235092,0.6421045676556377,1.5055134200712683,0.937905104294354,1423.0,73.0,1350.0,,,,,,,,,
elsa,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,7829,4306,403,7426,20,20,NOT_EVALUABLE_BOTH_EVENTS,,,,,,,,,,,,,,,,,,,,,,,,1423.0,73.0,1350.0,122.0,10.0,112.0,85.0,8.0,77.0
hrs,incident_diabetes,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3050.0,111.0,2939.0,290.0,11.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,21,21,PASS,,prefrail,,,,,,,5509.0,201.0,5308.0,680.0,23.0,657.0,risk_ratio,1.2859028545877849,0.1093137589878529,1.037911012785731,1.5931482863824051,0.0214277897364653,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,21,21,PASS,,frail,,,,,,,5509.0,201.0,5308.0,680.0,23.0,657.0,risk_ratio,1.1611329372279329,0.2376493173571608,0.7287766995989011,1.849990125449394,0.5295838531242032,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3050.0,111.0,2939.0,290.0,11.0,279.0,5509.0,201.0,5308.0,680.0,23.0,657.0,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.2567115373598974,0.1792199448930317,0.884470410747701,1.7856152890387489,0.2023230895485803,3340.0,122.0,3218.0,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,22,22,PASS,,prefrail,,,,,,,5509.0,201.0,5308.0,680.0,23.0,657.0,risk_ratio,1.2839137435254446,0.1091586134535911,1.036620677605097,1.590200288713029,0.0220533062660753,3340.0,122.0,3218.0,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,22,22,PASS,,frail,,,,,,,5509.0,201.0,5308.0,680.0,23.0,657.0,risk_ratio,1.1610294172614388,0.237511835563056,0.7289081106964005,1.8493268053480207,0.529591383969874,3340.0,122.0,3218.0,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,22,22,PASS,,any_withdrawal,,,,,,,5509.0,201.0,5308.0,680.0,23.0,657.0,risk_ratio,1.2504816065151878,0.1783487692688432,0.8815898073987175,1.7737322222982403,0.2100878799180221,3340.0,122.0,3218.0,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,12788,7983,400,12388,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3055.0,111.0,2944.0,290.0,11.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,35615,13131,1254,34361,21,21,PASS,,fi_per_0_1,8838.0,362.0,8476.0,920.0,46.0,874.0,,,,,,,risk_ratio,1.1369456857194018,0.0300593040847061,1.0718973370712652,1.2059415091074333,1.957000665190249e-05,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,35615,13131,1254,34361,21,21,PASS,,loss_1,8838.0,362.0,8476.0,920.0,46.0,874.0,,,,,,,risk_ratio,1.1014065309453096,0.1031356642918953,0.8998257369390935,1.3481458649266131,0.3490084381693327,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,35615,13131,1254,34361,21,21,PASS,,loss_2plus,8838.0,362.0,8476.0,920.0,46.0,874.0,,,,,,,risk_ratio,1.2500588728510298,0.223602373601149,0.806491475974678,1.937586734819564,0.3182024227765978,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,12071,7666,375,11696,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2755.0,100.0,2655.0,251.0,10.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12071,7666,375,11696,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.2504060961458716,0.1851144303670558,0.8699241621563574,1.7973008145941551,0.2273588012537241,3006.0,110.0,2896.0,,,,,,,,,
hrs,incident_diabetes,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.265878959570321,0.1804402083283533,0.8887941708840303,1.8029478508944063,0.1913419408166023,,,,3006.0,110.0,2896.0,346.0,11.0,335.0,334.0,12.0,322.0
hrs,incident_diabetes,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.0346736261933005,0.3111662440059793,0.5622612994624517,1.9040071115751505,0.9127719297547916,,,,3006.0,110.0,2896.0,346.0,11.0,335.0,334.0,12.0,322.0
hrs,incident_diabetes,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,12751,7972,398,12353,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,1.156136172940534,0.341659651841504,0.591817450314859,2.258552615625745,0.6710965566248617,,,,3006.0,110.0,2896.0,346.0,11.0,335.0,334.0,12.0,322.0
hrs,incident_stroke,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3741.0,75.0,3666.0,393.0,11.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,21,21,PASS,,prefrail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.2127588787252743,0.1370277709567456,0.9271205611542636,1.586400042833546,0.1592116288948556,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,21,21,PASS,,frail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.494562902612823,0.2259622027941367,0.9597869098313352,2.327306454157624,0.0753508144971266,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3741.0,75.0,3666.0,393.0,11.0,382.0,6692.0,151.0,6541.0,864.0,32.0,832.0,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.7155911817677048,0.2436052814022225,0.443923145050154,1.153512145364367,0.1695276015382893,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,prefrail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.214268949350381,0.1370336310457335,0.92826430660824,1.588393597448477,0.1565564359480186,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,frail,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,1.4975935049689186,0.2262897465551461,0.9611159098024512,2.333523234035398,0.0743098625045054,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,any_withdrawal,,,,,,,6692.0,151.0,6541.0,864.0,32.0,832.0,risk_ratio,0.7140577315214077,0.2428980863101203,0.4435862747783878,1.14944594306988,0.1655776145328142,4134.0,86.0,4048.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,15119,9378,292,14827,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3746.0,75.0,3671.0,394.0,11.0,383.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,42088,15330,832,41256,21,21,PASS,,fi_per_0_1,10778.0,254.0,10524.0,1164.0,33.0,1131.0,,,,,,,risk_ratio,1.3400886979670463,0.0326575601501629,1.2570002928301671,1.4286692920139583,3.1368057032513547e-19,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,42088,15330,832,41256,21,21,PASS,,loss_1,10778.0,254.0,10524.0,1164.0,33.0,1131.0,,,,,,,risk_ratio,0.9981505289921851,0.1289870954732637,0.7751790492756427,1.285257231162742,0.988549397606441,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,42088,15330,832,41256,21,21,PASS,,loss_2plus,10778.0,254.0,10524.0,1164.0,33.0,1131.0,,,,,,,risk_ratio,1.123678625471768,0.2639227113697982,0.6698702655879802,1.8849226756375352,0.6586154672348944,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,14211,8974,260,13951,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3352.0,62.0,3290.0,337.0,7.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,14211,8974,260,13951,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,0.7751130318371974,0.2561835890234235,0.4691386052347316,1.280645432757008,0.3200330087627827,3689.0,69.0,3620.0,,,,,,,,,
hrs,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,0.7166507679576638,0.2500948771657897,0.4389614938926212,1.1700076894214857,0.1828073029991541,,,,3689.0,69.0,3620.0,419.0,15.0,404.0,445.0,17.0,428.0
hrs,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.3049377898067285,0.2706212308306223,0.7677796532069766,2.217905395321299,0.3253625269213308,,,,3689.0,69.0,3620.0,419.0,15.0,404.0,445.0,17.0,428.0
hrs,incident_stroke,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,15075,9366,292,14783,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,0.9203130158048746,0.3371866424155156,0.4752496151313047,1.782170926799921,0.8054675433301814,,,,3689.0,69.0,3620.0,419.0,15.0,404.0,445.0,17.0,428.0
hrs,incident_heart_disease,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2913.0,163.0,2750.0,303.0,15.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,21,21,PASS,,prefrail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.1316941750322729,0.0877727266759698,0.9528330224407092,1.3441302679889764,0.1586869639899202,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,21,21,PASS,,frail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.3932164631871045,0.1643065985321085,1.009626096382342,1.9225455049653493,0.0435631508336193,,,,,,,,,,,,
