cohort,outcome_id,analysis_family,model_id,outcome_coding_status,n,people,events,nonevents,parameters,matrix_rank,model_status,warnings,term,loss_1_n,loss_1_events,loss_1_nonevents,loss_2plus_n,loss_2plus_events,loss_2plus_nonevents,prefrail_n,prefrail_events,prefrail_nonevents,frail_n,frail_events,frail_nonevents,estimate_scale,estimate,standard_error,ci_low,ci_high,p_value,any_withdrawal_n,any_withdrawal_events,any_withdrawal_nonevents,withdrawal_only_n,withdrawal_only_events,withdrawal_only_nonevents,frailty_only_n,frailty_only_events,frailty_only_nonevents,both_n,both_events,both_nonevents
hrs,incident_heart_disease,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2913.0,163.0,2750.0,303.0,15.0,288.0,5115.0,287.0,4828.0,607.0,48.0,559.0,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1317040566251355,0.1494467401719142,0.8443520784414603,1.516848367503112,0.4077363998180091,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,prefrail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.1302382307177596,0.0878266626928331,0.9515065945208512,1.3425429372029625,0.1633242532251756,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,frail,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.3913465795461464,0.1642239816551919,1.0084343211605309,1.919654323334556,0.0443141293523396,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,any_withdrawal,,,,,,,5115.0,287.0,4828.0,607.0,48.0,559.0,risk_ratio,1.1268895191160566,0.1493518769029284,0.8409163402664213,1.51011453516445,0.4237895601848241,3216.0,178.0,3038.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,11833,7562,600,11233,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2916.0,163.0,2753.0,304.0,15.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,34327,12901,1701,32626,21,21,PASS,,fi_per_0_1,8620.0,470.0,8150.0,932.0,59.0,873.0,,,,,,,risk_ratio,1.160150437427622,0.0247930837923198,1.105122438438956,1.217918477308928,2.078151894233395e-09,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,34327,12901,1701,32626,21,21,PASS,,loss_1,8620.0,470.0,8150.0,932.0,59.0,873.0,,,,,,,risk_ratio,0.9406949500162513,0.0891746896162792,0.789847375050438,1.1203518767528586,0.492978105683603,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,34327,12901,1701,32626,21,21,PASS,,loss_2plus,8620.0,470.0,8150.0,932.0,59.0,873.0,,,,,,,risk_ratio,0.9424860470856842,0.1902168277525158,0.6491754267977756,1.3683203526862795,0.7554939813840282,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,11195,7267,551,10644,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2640.0,140.0,2500.0,270.0,12.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,11195,7267,551,10644,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1442555245648007,0.1557127344156541,0.8432961121113562,1.5526227225439562,0.3868177718848211,2910.0,152.0,2758.0,,,,,,,,,
hrs,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.1254055523377775,0.1520286448382057,0.8354145528614101,1.516058887045518,0.4370920062903229,,,,2910.0,152.0,2758.0,301.0,22.0,279.0,306.0,26.0,280.0
hrs,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.2362890593227496,0.2183355395889658,0.8058838966437889,1.896564312261852,0.3312965679666707,,,,2910.0,152.0,2758.0,301.0,22.0,279.0,306.0,26.0,280.0
hrs,incident_heart_disease,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,11802,7552,599,11203,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,1.477542482967772,0.2409546890658655,0.9213804086345164,2.3694141621808145,0.1052023017916109,,,,2910.0,152.0,2758.0,301.0,22.0,279.0,306.0,26.0,280.0
hrs,incident_hypertension,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1358.0,150.0,1208.0,124.0,11.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,21,21,PASS,,prefrail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1412768041706154,0.0851621650246466,0.9658302962474123,1.348593794167163,0.1207297842554267,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,21,21,PASS,,frail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1310019947007794,0.1965832396835025,0.7693632079514056,1.6626289102427894,0.5311719703584263,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1358.0,150.0,1208.0,124.0,11.0,113.0,2384.0,267.0,2117.0,242.0,29.0,213.0,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.250680991276376,0.143438987630882,0.9441718794272428,1.656692998407177,0.1188861724059467,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,prefrail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1387301343177072,0.0850856369516775,0.963819676200261,1.3453827005434529,0.1267962119305886,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,frail,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.1312680590474695,0.1967304637730388,0.7693221750564283,1.663499978181651,0.5306952913416271,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,any_withdrawal,,,,,,,2384.0,267.0,2117.0,242.0,29.0,213.0,risk_ratio,1.2457099995956848,0.1428350557746487,0.9415329662628134,1.6481562076919605,0.1240052564585096,1482.0,161.0,1321.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,6026,3965,595,5431,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1359.0,150.0,1209.0,124.0,11.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17758,7085,1703,16055,21,21,PASS,,fi_per_0_1,4077.0,426.0,3651.0,432.0,53.0,379.0,,,,,,,risk_ratio,1.066396258833885,0.0278659171217356,1.0097156814423014,1.1262586109690818,0.0210581996047825,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17758,7085,1703,16055,21,21,PASS,,loss_1,4077.0,426.0,3651.0,432.0,53.0,379.0,,,,,,,risk_ratio,1.1385450622940234,0.0836854432788908,0.9663112722122114,1.341477530223227,0.1210304197913942,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17758,7085,1703,16055,21,21,PASS,,loss_2plus,4077.0,426.0,3651.0,432.0,53.0,379.0,,,,,,,risk_ratio,1.4717467197357328,0.1820528569528419,1.0300763206291224,2.1027940975577177,0.0337760787280354,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,5767,3845,564,5203,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1259.0,142.0,1117.0,111.0,9.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5767,3845,564,5203,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.2924269447760772,0.1454134398074897,0.971918523587502,1.7186290486754383,0.0777175127319959,1370.0,151.0,1219.0,,,,,,,,,
hrs,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.2996447428376388,0.1446337089371502,0.9788411489584184,1.725587915243299,0.0699705237779426,,,,1370.0,151.0,1219.0,130.0,19.0,111.0,112.0,10.0,102.0
hrs,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.3383956192701325,0.2211021265685404,0.8677248502240933,2.0643673316707143,0.1874143435816672,,,,1370.0,151.0,1219.0,130.0,19.0,111.0,112.0,10.0,102.0
hrs,incident_hypertension,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,6009,3956,593,5416,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,0.9189238256577466,0.3273643895354439,0.4837560822133374,1.7455511742570238,0.7961899391995588,,,,1370.0,151.0,1219.0,130.0,19.0,111.0,112.0,10.0,102.0
hrs,incident_cancer,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3373.0,101.0,3272.0,356.0,11.0,345.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,21,21,PASS,,prefrail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,0.8670026838075299,0.1115243511384771,0.6967720833489485,1.0788228628743812,0.2006648785186104,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,21,21,PASS,,frail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,1.0720879985985885,0.2143488907492594,0.7043302283317809,1.631866176553911,0.7453761324826141,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3373.0,101.0,3272.0,356.0,11.0,345.0,5986.0,168.0,5818.0,844.0,29.0,815.0,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1065885305923024,0.1759963153871585,0.7837504971685177,1.5624081649228452,0.5649685290016286,3729.0,112.0,3617.0,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,prefrail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,0.8669793033180118,0.1114840114691305,0.6968083839621471,1.0787084795217063,0.200416962032496,3729.0,112.0,3617.0,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,frail,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,1.0719860128568786,0.2142515486866013,0.7043976037464089,1.6313996607156207,0.7456005509065906,3729.0,112.0,3617.0,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,any_withdrawal,,,,,,,5986.0,168.0,5818.0,844.0,29.0,815.0,risk_ratio,1.106707850033192,0.1763027017702986,0.7833644496107708,1.56351525261793,0.5652312488990705,3729.0,112.0,3617.0,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,13409,8469,417,12992,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,3378.0,101.0,3277.0,357.0,11.0,346.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,38274,14280,1125,37149,21,21,PASS,,fi_per_0_1,9957.0,341.0,9616.0,1070.0,32.0,1038.0,,,,,,,risk_ratio,1.0273310628430987,0.0362472342540807,0.9568783270975074,1.102971070401078,0.456938300963725,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,38274,14280,1125,37149,21,21,PASS,,loss_1,9957.0,341.0,9616.0,1070.0,32.0,1038.0,,,,,,,risk_ratio,1.2741288520664913,0.1059256803330602,1.035259555268118,1.5681133522576718,0.0221899492584358,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,38274,14280,1125,37149,21,21,PASS,,loss_2plus,9957.0,341.0,9616.0,1070.0,32.0,1038.0,,,,,,,risk_ratio,1.1451459413595249,0.2430728867187271,0.7111428074407791,1.8440167196957784,0.5771325980239519,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,12528,8050,385,12143,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,2991.0,87.0,2904.0,308.0,10.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,12528,8050,385,12143,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1074634842249007,0.1827835640602771,0.7740049953405187,1.5845832730730334,0.5765492032244153,3299.0,97.0,3202.0,,,,,,,,,
hrs,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.1002033581905502,0.1774809642340141,0.7769639982084495,1.5579195846459497,0.5905370805230121,,,,3299.0,97.0,3202.0,414.0,14.0,400.0,430.0,15.0,415.0
hrs,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.1470683236776733,0.2769248878019263,0.6666078061007891,1.9738228792744856,0.6202647505035566,,,,3299.0,97.0,3202.0,414.0,14.0,400.0,430.0,15.0,415.0
hrs,incident_cancer,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,13372,8458,414,12958,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,1.3481729381792955,0.3147369882114554,0.7275133971221731,2.498332372199279,0.3425157551554662,,,,3299.0,97.0,3202.0,414.0,14.0,400.0,430.0,15.0,415.0
hrs,incident_arthritis,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,19,19,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1307.0,133.0,1174.0,122.0,13.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,21,21,PASS,,prefrail,,,,,,,2178.0,203.0,1975.0,221.0,24.0,197.0,risk_ratio,1.0594529065452782,0.0937737347526137,0.88157914754761,1.273215756418082,0.5379787816731536,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,21,21,PASS,,frail,,,,,,,2178.0,203.0,1975.0,221.0,24.0,197.0,risk_ratio,1.1615029064855669,0.2238398687362703,0.7490097295867147,1.8011635209582844,0.503592651774361,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,23,23,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1307.0,133.0,1174.0,122.0,13.0,109.0,2178.0,203.0,1975.0,221.0,24.0,197.0,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.2180498162292526,0.1582202510144358,0.8932802432243165,1.6608957447226893,0.2125124301676751,1429.0,146.0,1283.0,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,22,22,PASS,,prefrail,,,,,,,2178.0,203.0,1975.0,221.0,24.0,197.0,risk_ratio,1.0592371967961174,0.0937398317774549,0.8814582234863183,1.272871940134451,0.5392663188934517,1429.0,146.0,1283.0,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,22,22,PASS,,frail,,,,,,,2178.0,203.0,1975.0,221.0,24.0,197.0,risk_ratio,1.1606657119256718,0.2236517289600026,0.7487459012103134,1.799201695344614,0.5052919934478439,1429.0,146.0,1283.0,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,22,22,PASS,,any_withdrawal,,,,,,,2178.0,203.0,1975.0,221.0,24.0,197.0,risk_ratio,1.217519738520876,0.1581798551968952,0.8929621974495728,1.6600415089482594,0.2134063960438024,1429.0,146.0,1283.0,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M4_fried4_withdrawal,PASS_BASELINE_FREE_RISK_SET,5663,3777,500,5163,22,22,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1308.0,133.0,1175.0,123.0,13.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17153,6989,1609,15544,21,21,PASS,,fi_per_0_1,4021.0,450.0,3571.0,420.0,39.0,381.0,,,,,,,risk_ratio,1.3066139588764114,0.0266295644711876,1.240166989421958,1.3766210938467514,9.869150082240897e-24,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17153,6989,1609,15544,21,21,PASS,,loss_1,4021.0,450.0,3571.0,420.0,39.0,381.0,,,,,,,risk_ratio,1.2974718449041875,0.085315539596768,1.097683720883125,1.5336231705838688,0.0022701507435494,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,M5_fi_withdrawal,PASS_BASELINE_FREE_RISK_SET,17153,6989,1609,15544,21,21,PASS,,loss_2plus,4021.0,450.0,3571.0,420.0,39.0,381.0,,,,,,,risk_ratio,1.1286417301051257,0.20734679251771,0.7517305392821736,1.694532932174169,0.5594657263640903,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,nonfrail_withdrawal,PASS_BASELINE_FREE_RISK_SET,5427,3663,476,4951,21,21,NOT_EVALUABLE_LOSS_2PLUS_EVENTS,,,1209.0,120.0,1089.0,111.0,12.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,nonfrail_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,5427,3663,476,4951,20,20,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.1946333783139704,0.165149163247799,0.864289868823614,1.651238733741429,0.2815514353969301,1320.0,132.0,1188.0,,,,,,,,,
hrs,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,22,22,PASS,,withdrawal_only,,,,,,,,,,,,,risk_ratio,1.204631860989795,0.1609083233720565,0.8787977419814518,1.6512763417436784,0.2472645385951052,,,,1320.0,132.0,1188.0,112.0,10.0,102.0,109.0,14.0,95.0
hrs,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,22,22,PASS,,frailty_only,,,,,,,,,,,,,risk_ratio,1.006490263409629,0.3173439038084851,0.540363439425232,1.8747061263358344,0.9837356542264156,,,,1320.0,132.0,1188.0,112.0,10.0,102.0,109.0,14.0,95.0
hrs,incident_arthritis,frailty_head_to_head,four_state,PASS_BASELINE_FREE_RISK_SET,5648,3773,500,5148,22,22,PASS,,both,,,,,,,,,,,,,risk_ratio,1.46745068415861,0.3036475985147738,0.8092788874281761,2.660901629697696,0.20656580585501,,,,1320.0,132.0,1188.0,112.0,10.0,102.0,109.0,14.0,95.0
share,incident_diabetes,frailty_head_to_head,M0_routine,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,17,17,PASS,,__model__,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,19,19,PASS,,loss_1,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,,,,risk_ratio,1.0261091711049128,0.134374671555656,0.7885216852855464,1.3352835447313358,0.8478925536734977,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M1_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,19,19,PASS,,loss_2plus,6602.0,228.0,6374.0,710.0,32.0,678.0,,,,,,,risk_ratio,1.1731512574557217,0.2825262196035074,0.6743218872742821,2.040989472302466,0.5719144080102538,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,19,19,PASS,,prefrail,,,,,,,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.101973956595957,0.0819731704016398,0.9384165136914012,1.2940379706650034,0.2361869294013437,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M2_fried,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,19,19,PASS,,frail,,,,,,,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.6559909429879864,0.1440041694044379,1.2487669208032994,2.196011087076351,0.0004606137087492,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,21,21,PASS,,prefrail,6602.0,228.0,6374.0,710.0,32.0,678.0,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.1011269713146277,0.0819901604405046,0.93766401525833,1.2930864224564296,0.2400155218327373,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,21,21,PASS,,frail,6602.0,228.0,6374.0,710.0,32.0,678.0,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.6561439711542771,0.1438208428281865,1.2493311387680714,2.1954250303048286,0.0004518611993495,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,21,21,PASS,,loss_1,6602.0,228.0,6374.0,710.0,32.0,678.0,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.0281988898334435,0.1337836472231408,0.7910433494566161,1.3364538843300222,0.8353362278456028,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M3_fried_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,21,21,PASS,,loss_2plus,6602.0,228.0,6374.0,710.0,32.0,678.0,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.182514124796756,0.2813730579807564,0.6812415929601826,2.052633999148035,0.5513071382916301,,,,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M1b_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,18,18,PASS,,any_withdrawal,,,,,,,,,,,,,risk_ratio,1.0041543693487829,0.1302998162468887,0.7778378595635663,1.2963190015564536,0.9746179005408612,7312.0,260.0,7052.0,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,20,20,PASS,,prefrail,,,,,,,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.1019834297070947,0.0819765161397662,0.9384184270585392,1.2940575806417518,0.2361645724237134,7312.0,260.0,7052.0,,,,,,,,,
share,incident_diabetes,frailty_head_to_head,M3b_fried_any_withdrawal,PASS_BASELINE_FREE_RISK_SET,28199,19990,827,27372,20,20,PASS,,frail,,,,,,,11912.0,366.0,11546.0,2033.0,129.0,1904.0,risk_ratio,1.6560070908588664,0.1440082534933173,1.2487691017372125,2.196050079362022,0.000460668392678,7312.0,260.0,7052.0,,,,,,,,,
